Name1,Name2,Name3,Address1,Address2,Address3,City,State,ZIP_Code,Contact,Keys
NAVAJO NATION DEPT BEHAV HEALTH SERVS,THIN TRAILS TREATMENT CENTER,,NAVAJO ROUTE 7 EAST OF US 191,,,CHINLE,AZ,86503,(602)674-5471,AD/AM/W/Y/AI/TX/CI/PV/
PGBHA BHACA COOLIDGE OFFICE,,,172 SOUTH ARIZONA BOULEVARD,,,COOLIDGE,AZ,85228,(602)723-7721,AD/AM/EA/TX/CI/PV/
PGBHA BHACA EMERGENCY SERVICES,,,5497 HEST MC CARTNEY ROAD,,,COOLIDGE,AZ,85228,(602)723-7721,AD/DT/PI/TX/CI/PV/
PGBHA BHACA SUBSTANCE ABUSE REHAB PROG,,,5497 NEST t!C CARTNEY ROAD,,,COOLIDGE,AZ,85228,(602)723-7721,AD/RR/IV/EA/TX/CI/PV/
VERDE VALLEY GUIDANCE CLINIC INC,,,19 EAST BEECH STREET,,,COTTONHOOD,AZ,86326,(602)634-2236,AD/AM/IV/EA/DW/TX/CI/PV/
VERDE VALLEY GUIDANCE CLINIC INC,HALFHAY HOUSE,2550A HIGHHAY 89A,,,,COTTONHOOD,AZ,86326,(602)63f+-0749,AD/RR/IV/EA/DW/TX/
NAVAJO NATION BEHAVIORAL HEALTH SERVS,DILKON SUB OFFICE,DILKON CHAPTER HOUSE,,,,DILKON,AZ,86047,(602)657-3464,AL/AM/W/Y/AI/PG/TX/CI/PV/
COCHISE COMMUNITY COUNSELING SERVICES,DOUGLAS OUTPATIENT,,640 10TH STREET,,,DOUGLAS,AZ,85607,(602)364-3496,AD/AM/H/TX/
PGBHA PINAL COUNTY HISPANIC COUNCIL,,,801 NORTH MAIN STREET,,,ELOY,AZ,85231,(602)466-7765,AD/AM/TX/CI/PV/
NATIVE AMERICANS FOR COMMUNITY ACTION,SUBSTANCE ABUSE SERVICES,,,,,FLAGSTAFF,AZ,86004,(602)526-2968,AD/AM/W/Y/B/H/AI/CU/DW/TX/PV/
NORTHERN ARIZONA,COMPREHENSIVE GUIDANCE CENTER,,611 NORTH LEROUX STREET,,,FLAGSTAFF,AZ,86001,(602)774-7128,AD/OT/
NORTHERN AZ METHADONE MAINTENANCE AND AND DETOX IFICATION CLINIC,,,425 SOUTH SAN FRANCISCO STREET,,,FLAGSTAFF,AZ,86001,(602)774-1611,DA/AM/IV/MM/
THE GUIDANCE CENTER INC,,,2309 NORTH CENTER STREET,,,FLAGSTAFF,AZ,86004,(602)774-3372,AD/OT/RR/IV/DW/TX/
THE GUIDANCE CENTER INC,,,519 NORTH LEROUX STREET,,,FLAGSTAFF,AZ,86001,(602)774-3351,AD/AM/TX/CI/PV/
NAVAJO NATION DEPT BEHAV HEALTH SERVS,FORT DEFIANCE AGENCY,,,,,FORT DEFIANCE,AZ,86504,(602)729-2442,AD/AM/W/Y/AI/PG/TX/CI/PV/
COMMUNITY CARE NET HORK ICCNJ,GLENDALE YOUTH CENTER,,5401 IEST OCOTILLO ROAD,,,GLENDALE,AZ,85301,(6D2)934-0419,AD/PV/
PGBHA LA QUESTA ALCOHOL AND DRUG TREATMENT CENTER,,ICE HOUSE CANYON,,,,GLOBE,AZ,85501,(602)425-7636,AD/RR/AM/W/Y/B/H/AI/PI/CU/TX/PV/
LA FRONTERA CENTER,GREEN VALLEY,,75 CALLE DE LAS TIENDAS,SUITE 8105,,GREEN VALLEY,AZ,85614,(602)625-0878,AD/AM/TX/CI/PV/
CENTRO OE AMISTAD INC,CENTRAL OFFICE,,8202 AVENIDA DEL YAQUI,,,GUADALUPE,AZ,85283,(602)839-2926,AD/AM/W/Y/H/AI/DW/TX/CI/PV/
COMMUNITY COUNSELING CENTERS,HALF HAY HOUSE,,515 NORTH 13TH AVENUE,,,HOLBROOK,AZ,86025,(602)524-1817,AD/RR/IV/EA/DW/TX/
COMMUNITY COUNSELING CENTERS INC,,,105 NORTH 5TH AVENUE,,,HOLBROOK,AZ,86025,(602)524-6126,AD/AM/IV/EA/DW/TX/CI/PV/
NAVAJO NATION OFF OF SUBST ABUSE/MH,KAYENTA OSAMH,,,,,KAYENTA,AZ,86033,(602)697-3211,AL/AM/AI/TX/
PUBLIC HEALTH SERVICE,INDIAN HOSPITAL SUBSTANCE ABUSE SERVS,,,,,KEAMS CANYON,AZ,86034,(602)738-2211,AD/AM/W/Y/AI/PG/TX/PV/
PGBHA COPPER BASIN,BEHAVIORAL HEALTH SERVICES ICBBHSJ,,1116 TILBURY STREET,,,KEARNY,AZ,85237,(602)363-5561,AD/AM/W/Y/H/CU/IV/DW/TX/PV/
MOHAVE MENTAL HEALTH CLINIC,HALHIAY HOUSE,,1968 ATLANTIC AVENUE,,,KINGMAN,AZ,86401,(602)753-6066,AD/RR/IV/EA/DW/TX/
MOHAVE MENTAL HEALTH CLINIC,SUBSTANCE ABUSE RESIDENTIAL SERVICES,,617 OAK STREET,,,KINGMAN,AZ,86401,(602)753-2901,AD/RR/IV/DW/TX/
MOHAVE MENTAL HEALTH CLINIC,SUBSTANCE ABUSE SERVICES,,1750 BEVERLY STREET,,,KINGMAN,AZ,86401,(602)757-8111,AD/AM/IV/EA/DW/TX/CI/PV/
MOHAVE MENTAL HEALTH CLINIC,SUBSTANCE ABUSE SERVICES,,2178 MC CULLOCH BOULEVARD,SUITES 2 AND 12,,LAKE HAVASU CITY,AZ,86403,(602)855-7806,AD/AM/IV/EA/DW/TX/CI/PV/
LUKE AFB/SOCIAL ACTIONS,DRUG/ALCOHOL ABUSE SECTION,,832 COMBAT SUPPORT GROUP,BUILDING 1150,,LUKE AIR FORCE BASE,AZ,85309,(602)856-7711,AD/DW/CI/PV/
EAST VALLEY ALCOHOLISM COUNCIL,,,554 SOUTH BELLVIE H STREET,,,MESA,AZ,85204,(602)962-7922,AD/OT/W/A/B/H/AI/HV/PI/CU/IV/PG/DW/TX/PV/
EAST VALLEY CAMELBACK HOSPITAL,COUNSELING CENTER,,2225 HEST SOUTHERN AVENUE,,,MESA,AZ,85202,(602)464-4000,AD/OT/RR/AM/W/Y/H/AI/HV/CU/IV/PG/TX/CI/PV/
EAST VALLEY CATHOLIC SOCIAL SERVICES,,,610 EAST SOUTHERN STREET,,,MESA,AZ,85204,(602)96-8771,AD/AM/W/B/H/TX/
EVBHA FAMILY SERVICES AGENCY,,,623 HEST SOUTIIERN STREET,,,MESA,AZ,85202,(602)834-9290,AL/AM/H/EA/TX/
EVBHA JEIISH FAMILY /CHILDRENS SERVICES,MESA OFFICE,,1930 SOUTH ALMA SCHOOL ROAD,ROOM All4,,MESA,AZ,85210,(602)820-0825,AD/AM/EA/TX/
NE H HOPE BEHAVIORAL HEALTH CENTER INC,,,215 SOUTH PO HER ROAD,SUITE 113,,MESA,AZ,85208,(602)881-1022,AD/AM/W/A/H/HV/CU/IV/PG/MM/
PARENTS ANONYMOUS OF ARIZONA,,,,,,MESA,AZ,85201,(602)248-0428,AL/PV/
PREHAB OF ARIZONA INC,CENTER FOR FAMILY ENRICHMENT,,868 EAST UNIVERSITY DRIVE,,,MESA,AZ,85203,(602)969-6955,AD/AM/DW/TX/PV/
PREHAB OF ARIZONA INC,HELAMAN HOUSE,,2613 SOUTH POIER ROAD,,,MESA,AZ,85216,(602)461-5075,DA/RR/Y/TX/PV/
PREHAB OF ARIZONA INC,HOMESTEAD RESIDENCE,,1131 EAST UNIVERSITY DRIVE,,,MESA,AZ,85203,(602)969-8961,DA/RR/Y/TX/CI/PV/
PREHAB OF ARIZONA INC,PIC PROGRAM,,1025 EAST UNIVERSITY STREET,,,MESA,AZ,85203,(602)461-5072,AD/PV/
TRI CITY BEHAVIORAL SERVICES INC,,,1845 SOUTH DOBSON ROAD,ROOM 101,,MESA,AZ,85202,(602)839-7668,AD/AM/Y/TX/PV/
TRI CITY BEHAVIORAL SERVICES INC,,,1255 IEST BASELINE ROAD,SUITE 296,,MESA,AZ,85202,(602)730-1103,AD/AM/IV/DW/TX/PV/
GRAHAM/GREENLEE COUNSELING CENTER INC,MORENCI,,BURRO ALLEY AND CORONADO BOULEVARD,,,MORENCI,AZ,85540,(602)865-4531,AD/AM/W/Y/CU/DW/TX/CI/PV/
SANTA CRUZ FAMILY GUIDANCE CENTER INC,OUTPATIENT UNIT,,638 ARROYO BOULEVARD,,,NOGALES,AZ,85621,(602)287-4713,AD/AM/H/CU/DW/TX/
SANTA CRUZ FAMILY GUIDANCE CENTER INC,SEDGE HICK PROPERTY RANCH,,300 SOUTH RIVER ROAD,,,NOGALES,AZ,85621,(602)287-8731,AD/RR/AM/CU/DW/TX/
SOUTHEASTERN ARIZONA BEHAVIORAL,HEALTH SERVICES ISEABHSl/ADMIN UNIT,,3430 GRAND AVENUE,,,NOGALES,AZ,85621,(602)281-9189,AD/PV/OT/
PGBHA TRI COMMUNITY COUNSELING SERVS,,,DODGE ROAD AND AMERICAN AVENUE,,,ORACLE,AZ,85623,(602)896-9240,AD/AM/W/Y/H/EA/DW/TX/PV/
NAVAJO NATION BEHAVIORAL HEALTH SERVS,PAGE SUB OFFICE,,467 VISTA AVENUE,,,PAGE,AZ,86040,(602)645-2109,AL/AM/TX/
THE GUIDANCE CENTER INC,,,112 HEST 6TH AVENUE,,,PAGE,AZ,86040,(602)645-8843,AD/AM/IV/EA/DW/TX/CI/PV/
BEHAVIORAL HEALTH SERVICES INC IBHSl,NE H LIFE GUIDANCE CENTER,,601 RIVERSIDE DRIVE,,,PARKER,AZ,85344,(602)669-6161,AD/AM/W/Y/AI/PG/TX/PV/
COLORADO RIVER INDIAN TRIBES,BEHAVIORAL HEALTH SERVICES,,ROUTE 1,,,PARKER,AZ,85344,"(602)669-9211T,EX415",AD/RR/AM/W/Y/A/AI/HV/PI/PG/EA/TX/CI/PV/
PUBLIC HEALTH SERVICE,INDIAN HOSPITAL SUBSTANCE ABUSE SERVS,,ROUTE 1,,,PARKER,AZ,85344,(602)669-2137,AD/PV/OT/
PGBHA RIM GUIDANCE CENTER,,,807 SOUTH PONDEROSA STREET,,,PAYSON,AZ,85547,(602)474-3303,AD/AM/W/Y/A/HV/CU/IV/EA/DW/TX/CI/PV/
PELMS HOUSE INC,,,11773 NORTH 91ST AVENUE,,,PEORIA,AZ,85345,(602)979-8994,AL/RR/AM/DW/TX/
A HARE OF ARIZONA,,,,,,PHOENI,AZ,85002,(602)258-4357,AD/PV/OT/
BLACK FAMILY AND CHILD SERVICES,,,2323 NORTH 3RD STREET,,,PHOENI,AZ,85004,(602)256-2948,AD/AM/W/Y/B/H/CU/PG/TX/PV/
CALVARY REHABILITATION CENTER,,,329 NORTH 3RD AVENUE,,,PHOENI,AZ,85003,(602)254-7092,AD/RR/AM/W/B/H/AI/IV/EA/TX/PV/
CHICANOS POR LA CAUSA INC,CENTRO DE LA FAMILIA,,8225 HEST INDIAN SCHOOL ROAD,,,PHOENI,AZ,85033,(602)873-2411,AD/AM/W/B/H/AI/HV/PI/CU/IV/PG/TX/CI/PV/
CHICANOS POR LA CAUSA INC,CORAZON/VIDA NUEVA,,3639 HEST LINCOLN STREET,,,PHOENI,AZ,85009,(602)233-9747,AD/RR/H/HV/PI/CU/IV/TX/CI/PV/
CHICANOS POR LA CAUSA INC,MAIN OFFICE,,1112 EAST BUCKEYE ROAD,,,PHOENIX,AZ,85034,(602)257-0700,AD/OT/
CHRYSALIS SHELTER FOR VICTIMS OF,DOMESTIC VIOLENCE,,,,,PHOENIX,AZ,85068,(602)944-4999,AL/RR/TX/PV/
CITY OF PHOENIX,FAMILY ALCOHOLISM PROGRAM,,1250 SOUTH 7TH AVENUE,,,PHOENIX,AZ,85007,(602)262-7201,AL/AM/W/Y/B/H/TX/
CITY OF PHOENIX PARKS AND RECREATION,SOUTH PHOENIX YOUTH CENTER,,5245 SOUTH 7TH STREET,,,PHOENIX,AZ,85040,(602)262-6584,AD/PV/OT/
CODAMA CHICANOS POR LA CAUSA INC,CENTRO DE LA FAMILIA,,5020 HEST INDIAN SCHOOL ROAD,SUITE 102,,PHOENIX,AZ,85031,(602)873-2411,AD/AM/W/Y/A/B/H/HV/CU/DW/TX/
CODAMA FRIENDLY HOUSE,,,723 SOUTH FIRST AVENUE,,,PHOENIX,AZ,85003,(602)257-1870,AL/PV/
CODAMA GUIDE POST INC,,,5850 SOUTH 7TH AVENUE,,,PHOENIX,AZ,85041,(602)276-9937,AL/RR/H/TX/OT/
CODAMA PHOENIX SOUTH CMHC IPSCMHCJ,PHOENIX SOUTH SUBSTANCE ABUSE SERVICES,,1424 SOUTH 7TH AVENUE,,,PHOENIX,AZ,85007,(602)257-9339,AD/AM/W/Y/A/B/H/HV/CU/PG/DW/TX/
CODAMA PHOENIX SOUTH CMHC IPSCMHCI,SOUTHMINISTER SUBSTANCE ABUSE SERVICES,,1923 EAST BROADHAY ROAD,,,PHOENIX,AZ,85040,(602)276-8117,AD/AM/W/Y/B/H/CU/PG/TX/
COMMUNITY CARE NETHORK ICCN),ADMINISTRATIVE UNIT,,7878 NORTH 16TH STREET,SUITE 140,,PHOENIX,AZ,85020,(602)395-8900,AD/OT/
COMMUNITY CARE NETHORK ICCNJ,INTENSIVE TREATMENT SYSTEMS SERVS PROG,,550 NEST INDIAN SCHOOL ROAD,ROOM 100,,PHOENIX,AZ,85013,(602)248-0550,DA/AM/W/A/B/HV/CU/IV/PG/MM/
COMMUNITY CARE NETHORK ICCNJ,PHOENIX CAMELBACK HOSP CHEM DEP PROGS,,5055 NORTH 34TH STREET,,,PHOENIX,AZ,85018,(602)955-6200,AD/PV/
COMMUNITY CARE NETHORK ICCNJ,TERROS INC,,2830 NEST GLENDALE AVENUE,BUILDING C SUITE 36,,PHOENIX,AZ,85051,(602)995-5482,AD/AM/Y/HV/CU/IV/EA/DW/TX/CI/PV/
COMMUNITY CARE NETHORK ICCNI,TERROS INC/NORTH OFFICE,,8841 NORTH 7TH STREET,SUITE 10,,PHOENIX,AZ,85020,(602)997-9877,AD/AM/Y/HV/CU/IV/EA/DW/TX/CI/PV/
COMMUNITY ORGANIZATION FOR DRUG ABUSE,MH AND ALC SERVS ICODAMAJ ADMIN/CI,,2025 NORTH CENTRAL AVENUE,,,PHOENIX,AZ,85004,(602)254-6200,AD/OT/
CROSSROADS,,,1845 EAST OCOTILLO ROAD,,,PHOENIX,AZ,85016,(602)279-2585,AD/PV/
DRUG AND ALCOHOL TREATMENT INSTITUTE,CLARENCE LANSON FOUNDATION,,2230 NORTH 24TH STREET,,,PHOENIX,AZ,85008,(602)275-3233,DA/AM/TX/MM/
EBONY HOUSE INC,,,6222 SOUTH 13TH STREET,,,PHOENIX,AZ,85040,(602)276-4288,AD/RR/B/H/AI/HV/CU/IV/TX/
HOHOKAM ROOM,,,525 NORTH 18TH STREET,SUITE 406,,PHOENIX,AZ,85006,(602)253-6553,DA/AM/IV/MM/
INDIAN REHABILITATION INC,,,636 NORTH 3RD AVENUE,,,PHOENIX,AZ,85003,(602)254-3247,AD/RR/AM/W/Y/AI/PI/PG/TX/PV/
NATIONAL COUNCIL ON ALC AND DRUG DEP,GREATER PHOENIX AREA,,2701 NORTH 16TH STREET,SUITE 103,,PHOENIX,AZ,85006,(602)264-6214,AD/EA/PV/OT/
NEH ARIZONA FAMILY II,SMI DUAL DIAGNOSIS PROGRAM,,302 EAST SOUTHERN AVENUE,,,PHOENIX,AZ,85040,(602)243-0562,AD/RR/A/B/H/AI/HV/CU/IV/TX/
NEH ARIZONA FAMILY INC,NEH ARIZONA FAMILY I,,3301 EAST PINCHOT AVENUE,,,PHOENIX,AZ,85018,(602)381-0686,DA/RR/W/A/B/H/AI/HV/CU/IV/PG/TX/
NH ORGANIZATION FOR,VOLUNTARY ALTERNATIVES INOVAJ,,7725 NORTH 43RD AVENUE,SUITE 522,,PHOENIX,AZ,85051,(602)937-9203,AD/AM/W/H/IV/DW/TX/PV/
PARENTS ANONYMOUS OF ARIZONA,,,2509 EAST FILLMORE STREET,,,PHOENIX,AZ,85008,(602)275-0555,DA/PV/
PARENTS ANONYMOUS/EAST VALLEY,,,2701 NORTH 16TH STREET,SUITE 316,,PHOENIX,AZ,85006,(602)248-0428,AD/PV/
PHOENIX INDIAN CENTER,ALtOHOL TREATMENT PROGRAM,,99 EAST VIRGINIA AVENUE,,,PHOENIX,AZ,85004,(602)234-2010,AL/AM/AI/TX/
PHOENIX LARC,PUBLIC INEBRIATE PROGRAM,,3101 EAST HATKINS ROAD,,,PHOENIX,AZ,85034,(602)231-0050,AD/DT/RR/AM/PI/IV/TX/CI/PV/
PROGRESS VALLEY III,,,931 EAST DEVONSHIRE AVENUE,,,PHOENIX,AZ,85014,(602)266-1752,AD/RR/B/H/AI/HV/CU/IV/TX/
PROGPESS VALLEY IV,,,4430 NORTH 23RD AVENlJE,,,PHOENIX,AZ,85015,(602)274-5424,AD/RR/TX/
SAINT JOSEPHS HOSP AND MEDICAL CENTER,PSYCH SERVS FOR HEARING IMPAIRED,,350 WEST THOMAS ROAD,,,PHOENIX,AZ,85013,(602)285-3939,AL/AM/Y/TX/
SAINT LUKES BEHAVIORAL HEALTH CENTER,CHEMICAL DEPENDENCY TREATMENT,,1800 EAST VAN BUREN STREET,,,PHOENIX,AZ,85006,(602)251-8484,AD/DT/RR/AM/W/Y/A/HV/CU/IV/TX/CI/PV/MM/
SAINT LUKES BEHAVIORAL HEALTH CENTER,NORTHHEST OUTPATIENT SERVICFS,,2432 HEST PEORIA STREET,BUILDING 5 SUITE 1113,,PHOENIX,AZ,85029,(602)94+-0440,AD/AM/W/Y/A/HV/CU/IV/EA/TX/PV/
SALVATION ARMY,ADULT REHABILITATION CENTER,,1625 SOUTH CENTRAL AVENUE,,,PHOENIX,AZ,85004,(602)253-1161,AD/RR/TX/PV/
SALVATION ARMY,HARBOR LIGHT CENTER,,2707 EAST VAN BUREN STREET,TREATMENT CEIHER,,PHOENIX,AZ,85008,(602)267-4139,AD/RR/IV/TX/
SELF HELP INC,,,1005 NORTH FIRST STREET,,,PHOENIX,AZ,85004,(602)252-7717,AL/RR/TX/PV/
THE NEH CASA DE AMIGAS,,,303 HEST PORTLAND STREET,,,PHOENIX,AZ,85003,(602)252-8233,AD/RR/H/HV/PG/TX/PV/
THE NEH FOUNDATION,,,6401 SOUTH 8TH PLACE,,,PHOENIX,AZ,85040,(602)268-3421,AD/RR/Y/TX/
VALLE DEL SOL INC,BEHAVIORAL HEALlH PROGRAM,,1209 SOUTH FIRST AVENUE,,,PHOENIX,AZ,85003,(602)258-6797,DA/AM/Y/A/B/H/HV/IV/PG/TX/PV/MM/
VALLE DEL SOL INC,BEHAVIORAL HEALTH PROGRAM HEST,,3320 NORTH 35TH AVENUE,SUITE l,,PHOENIX,AZ,85019,(602)939-9470,DA/AM/A/B/H/HV/IV/PG/MM/
VETERANS AFFAIRS MEDICAL CENTER,ALCOHOL/DRUG DEPENDENCE TREATMENT PROG,,650 EAST INDIAN SCHOOL ROAD,,,PHOENIX,AZ,85012,(602)277-5551 EXT7640,AD/RR/AM/HV/CU/IV/EA/DW/TX/CI/OT/
44TH STREET DRUG ABUSE PROGRAM,LARKSPUR MEDICAL CENTER,,12426 NORTH 28TH DRIVE,,,PHOENIX,AZ,85029,(602)866-9378,DA/AM/W/A/B/H/HV/CU/IV/PG/MM/
44TH STREET DRUG ABUSE PROGRAM,,,44TH STREET UNIT,4909 NORTH 44TH STREET,SUITE A,PHOENIX,AZ,85018,(602)840-0088,DA/AM/W/A/B/HV/CU/IV/PG/MM/
VETERANS AFFAIRS MEDICAL CENTER,ALCOHOL DEPENDENCE TREATMENT PROGRAM,,ROOM ll6A3,,,PRESCOTT,AZ,86313,(602)445-4860 EXT331,AL/RR/TX/
HEST YAVAPAI GUIDANCE CLINIC,,,CORTEZ STREET UNIT,505 SOUTH CORTEZ STREET,,PRESCOTT,AZ,86301,(602)445-7730,AD/AM/IV/EA/DW/TX/CI/PV/
HEST YAVAPAI GUIDANCE CLINIC,HILLSIDE CENTER,,642 DAMERON DRIVE,,,PRESCOTT,AZ,86301,(602)445-5211,AD/RR/IV/EA/DW/TX/
WEST YAVAPAI GUIDANCE CLINIC,,,NAVAJO DRIVE UNIT,3100 NAVAJO DRIVE,SUITE A-3,PRESCOTT,AZ,86314,(602)772-0444,AD/AM/IV/EA/DW/TX/CI/PV/
GILA RIVER WDIAN COMMUNITY,SUBSTANCE ABUSE SERVICES,,,,,SACATON,AZ,85247,(602)562-3356,AD/AM/AI/IV/EA/TX/PV/
GRAHAM/GREENLEE COUNSELING CENlER INC,CROSSROADS,,104 EAST MAIN STREET,,,SAFFORD,AZ,85546,(602)428-4788,AD/RR/AM/Y/TX/
GRAHAM/GREENLEE COUNSELING CENTER INC,HIGHlAY 70 UNIT,,1456 EAST HIGHWAY 70,,,SAFFORD,AZ,85546,(602)428-4550,AD/AM/Y/CU/TX/
LITTLE COLO BEHAVIORAL HEALTH CTR INC,,,4TH AND WASHINGTON STREETS,,,SAINT JOHNS,AZ,85936,(602)337-4301,AD/AM/IV/EA/DW/TX/CI/PV/
CHRYSALIS SHELTER FOR VICTIMS OF,DOMESTIC VIOLENCE/SCOTTSDALE OUTPT,,,,,SCOTTSDALE,AZ,85221,(602)949-7996,AL/RR/TX/OT/
COMMUNITY BEHAVIORAL HEALTH,,,6411 EAST THOMAS ROAD,,,SCOTTSDALE,AZ,85251,(602)9ft7-6353,AD/AM/TX/
SALT RIVER PIMA/MARICOPA,INDIAN COMMUNITY ALCOHOLISM PROGRAM,,ROUTE l,,,SCOTTSDALE,AZ,85256,(602)941-7295,DA/OT/RR/AM/Y/AI/TX/CI/PV/
VERDE VALLEY GUIDANCE CLINIC INC,,,2880 HOPI DRIVE,,,SEDONA,AZ,86336,(602)282-4886,AD/AM/EA/DW/TX/CI/PV/
COMMUNITY COUNSELING CENTERS,OUTPATIENT UNIT,,2350 SHOH LOH LAKE ROAD,,,SHOH LOH,AZ,85901,(602)537-2951,AD/AM/IV/EA/DW/TX/CI/PV/
COMMUNITY COUNSELING CENTERS,PINEVIEli CENTER,,2550 SHOH LOH LAKE ROAD,,,SHOH LOH,AZ,85901,(602)537-1029,AD/RR/IV/EA/DW/TX/
COCHISE COMMUNIT f COUNSELHG SERVICES,SIERRA VISTA OUTPATIENT,,185 SOUTH MOORMAN STREET,,,SIERRA VISTA,AZ,85635,(602)459-0393,AD/AM/Y/CU/TX/OT/
LITTLE COLO BEHAVIORAL HEALTH CTR INC,,,130 SOUTH MOUNTAIN AVENUE,,,SPRINGERVILLE,AZ,85938,(602)333-2683,AD/AM/IV/EA/DW/TX/CI/PV/
PGBHA STANFIELD COMMUNITY CENTER,,,208 EAST COOPER DRIVE,,,STANFIELD,AZ,85272,(602)424-3791,AD/PV/
BOYS AND GIRLS CLUB OF THE EAST VALLEY,,,1405 EAST GUADALUPE STREET,SUITE 4,,TEMPE,AZ,85203,(602)968-8022,AD/PV/
CENTER FOR BEHAVIORAL HEALTH,,,2123 EAST SOUTHERN AVENUE,SUITE 2,,TEMPE,AZ,85282,(602)897-7044,AD/AM/CU/IV/MM/
CONTACT INC,,,1400 EAST SOUTHERN STREET,SUITE 410,,TEMPE,AZ,85282,(602)820-2328,AD/EA/CI/PV/
EAST VALLEY BEHAVIORAL HEALTH ASSOC,I EVBHA J,,2125 EAST BROADHAY ROAD,SUITE l,,TEMPE,AZ,85282,(602)894-0794,AD/OT/
EVBHA FAMILY SERVICES AGENCY,,,3030 SOUTH RURAL ROAD,,,TEMPE,AZ,85282,(602)966-0739,AL/AM/H/EA/TX/
SAINT LUKES BEHAVIORAL HEALTH CENTER,OUTPATIENT SERVICES,,101 HEST BASELINE ROAD,SUITE 106,,TEMPE,AZ,85283,(602)968-8411,AD/AM/W/Y/A/HV/CU/IV/EA/TX/PV/
SAINT LUKES HOSPITAL/TEMPE,CHEMICAL DEPENDENCY SERVICES,,1500 SOUTH MILL AVENUE,,,TEMPE,AZ,85281,(602)784-5600,AD/OT/IV/TX/CI/PV/MM/
VALLE DEL SOL INC,EAST CLINIC,,509 SOUTH ROCKFORD DRIVE,,,TEMPE,AZ,85281,(602)966-1414,DA/AM/A/B/H/HV/IV/PG/MM/
NAVAJO NATION BEHAVIORAL HEALTH SERVS,TUBA CITY OFFICE,,,,,TUBA CITY,AZ,86045,(602)283-6296,AL/AM/Y/AI/TX/CI/PV/
ADAPT INC,,,7820 EAST BROADHAY,SUITE 100,,TUCSON,AZ,85710,(602)290-1616,AL/OT/
ADAPT INC,HELP ON CALL INFORMATION AND REFERRAL,,,,,TUCSON,AZ,85716,(602)323-9373,AD/PV/
ADAPT INC,LA FRONTERA CENTRAL OFFICE,,502 HEST 29TH STREET,,,TUCSON,AZ,85713,(602)884-9920TEX261,AD/AM/IV/TX/CI/PV/
AMITY INC,CIRCLE TREE RANCH PROGRAM,,10500 EAST TANQUE VERDE ROAD,,,TUCSON,AZ,85749,(602)749-5980,DA/RR/W/Y/A/B/H/AI/HV/CU/IV/PG/TX/PV/
AMITY INC,DESERT HILLOH PROGRAM,,10755 EAST TANQUE VERDE ROAD,,,TUCSON,AZ,85749,(602)749-2105,DA/RR/IV/TX/PV/
AMITY INC,MATRIX COMMUNITY SERVICES,,1030 NORTH 4TH AVENUE,,,TUCSON,AZ,85705,(602)884-7413,AD/AM/Y/B/H/TX/PV/
CODAC BEHAVIORAL HEALTH SERVICES OF,PIMA COUNTY INC/CODAC COUNSELING CTR,,2530 EAST BROADHAY,SUITE D,,TUCSON,AZ,85716,(602)327-4505,DA/AM/W/Y/CU/IV/PG/TX/
CODAC BEHAVIORAL HEALTH SERVICES OF,PIMA COUNTY INC/PROJECT PRIDE,,2530 EAST BROADHAY,SUITE D,,TUCSON,AZ,85716,(602)327-4505,AD/PV/
CODAC BEHAVIORAL HEALTH SERVICES OF,PIMA COUNTY INC/STRATFORD CENTER,,2530 EAST BROADHAY,SUITE C,,TUCSON,AZ,85716,(602)327-4505,DA/AM/H/IV/TX/MM/
COTTONHOOD DE TUCSON,,,4110 SHEETHATER DRIVE,,,TUCSON,AZ,85713,(602)743-0411,AD/DT/RR/W/Y/B/H/AI/CU/IV/TX/PV/
DAVIS MONTHAll AIR FORCE BASE,DRUG/ALCOHOL ABUSE CONTROL,SOCIAL ACTIONS OFFICE,BUILDING 2300 2ND FLOOR,,,TUCSON,AZ,85707,(602)748-5507,AD/AM/EA/TX/CI/PV/
FEDERAL CORRECTIONAL INSTITUTION,SUBSTANCE ABUSE SERVICES,,8901 SOUTH HILMOT ROAD,,,TUCSON,AZ,85706,(602)741-3100,AD/AM/W/A/B/H/AI/HV/PI/CU/EA/TX/PV/
GATEWAY LARC ALCOHOLISM CENTER INC,,,1810 IEST GRANT ROAD,SUITE 107,,TUCSON,AZ,85745,(602)882-5608,AD/DT/RR/W/H/AI/PI/CU/IV/TX/
HAVEN INC,THE HAVEN,,1107 EAST ADELAI1E DRIVE,,,TUCSON,AZ,85711,(602)623-4590,AL/RR/H/TX/PV/
HAVEN INC,WEIGEL HAUS TRANSITIONAL LIVING,,1015 EAST ADELAIDE DRIVE,,,TUCSON,AZ,85719,(602)623-4590,AL/RR/H/TX/PV/
LA FRONTERA CENTER,CASA DE VIDA,,410 SOUTH 6TH AVENUE,,,TUCSON,AZ,85701,(602)792-0591,AD/RR/AM/IV/TX/CI/PV/
LA FRONTERA CENTER,EAST CLINIC,,7820 EAST BROADWAY BOULEVARD,SUITE 120,,TUCSON,AZ,85710,(602)296-3296,AD/AM/IV/TX/CI/PV/
LA FRONTERA CENTER,HOPE CENTER,,260 SOUTH SCOTT STREET,,,TUCSON,AZ,85701,(602)884-8470,DA/AM/IV/TX/CI/PV/MM/
