G_ZCTA,ZCTA,pop,minDist_OTP
G10162,10162,1584,1.02
G11947,11947,511,5.59
G13325,13325,1067,25.33
G10503,10503,173,5.51
G11096,11096,8311,6.49
G11355,11355,80853,0.4
G28043,28043,21075,21.67
G28098,28098,3629,2
G27809,27809,5083,6.54
G27205,27205,34517,22.31
G28282,28282,0,2.75
G44680,44680,4455,13.95
G58402,58402,250,88.57
G58069,58069,100,64.05
G58563,58563,2191,31.4
G58451,58451,171,59.48
G45316,45316,108,9.11
G43844,43844,3519,26.67
G45336,45336,161,20.27
G74966,74966,3663,39.87
G74048,74048,6213,18.75
G74134,74134,16254,3.24
G73111,73111,11368,2.73
G73097,73097,167,3.02
G83226,83226,1951,119.93
G32079,32079,461,22.91
G20565,20565,0,1.55
G58707,58707,515,1.56
G13677,13677,112,51.69
G07495,07495,0,1.54
G10168,10168,0,0.82
G15733,15733,159,29.49
G97637,97637,99,127.7
G82327,82327,955,139.99
G85750,85750,24535,5.5
G95531,95531,23470,57.87
G96050,96050,418,28.99
G96086,96086,309,36.56
G81521,81521,15781,17.27
G80428,80428,824,102.2
G78411,78411,25999,0.83
G75501,75501,35834,6.37
G27831,27831,3199,4.67
G05905,05905,711,24.14
G24202,24202,11319,23.84
G98586,98586,1640,29.85
G44095,44095,33340,6.15
G74745,74745,9499,53.68
G24861,24861,135,31.49
G48509,48509,8823,7.15
G55962,55962,752,29.75
G55439,55439,8996,6.39
G55070,55070,7810,22
G55316,55316,24478,5.55
G06376,06376,213,2.05
G95451,95451,11627,32.96
G80013,80013,72887,4.07
G32456,32456,8437,33.33
G06409,06409,466,9.91
G95404,95404,40474,3.89
G83539,83539,2293,64.59
G52726,52726,4716,10.56
G32615,32615,14630,16.73
G67831,67831,824,138.33
G67140,67140,916,27.53
G70643,70643,187,37.32
G60633,60633,12871,3.48
G46915,46915,584,22.94
G20712,20712,9496,2.59
G42071,42071,31614,20.84
G01907,01907,14950,3.08
G70441,70441,4357,30.54
G01504,01504,9246,3.27
G49762,49762,660,81.21
G49434,49434,6,23.63
G49953,49953,2519,127.87
G49745,49745,1013,71.31
G04852,04852,38,24.66
G55604,55604,3384,107.05
G39470,39470,11799,46.47
G01360,01360,2997,9.19
G68327,68327,301,72.68
G03854,03854,780,4.81
G03576,03576,2807,40
G88260,88260,15142,69.18
G11235,11235,78128,0.91
G28152,28152,25348,6.35
G68071,68071,2163,73.71
G39482,39482,11089,74.08
G73945,73945,2884,113.81
G74960,74960,13497,29.26
G07066,07066,15603,4.23
G08561,08561,320,5.33
G16940,16940,268,16.91
G29455,29455,22024,10.05
G29575,29575,18727,6.75
G29690,29690,23217,15.58
G28553,28553,326,13.58
G35150,35150,17448,31.47
G36785,36785,1039,37.63
G35968,35968,4584,26.73
G36866,36866,3758,31.25
G86401,86401,25709,19.1
G72530,72530,1282,59.76
G71913,71913,47060,35.75
G72852,72852,115,50.04
G72112,72112,10966,34.56
G71677,71677,192,82.4
G72701,72701,43641,15.09
G71772,71772,8,59.47
G71770,71770,3591,41.52
G96094,96094,6556,60.31
G92557,92557,52089,5.68
G93225,93225,4816,29.49
G90211,90211,7969,2.39
G95140,95140,115,12.63
G93550,93550,77006,11.62
G95987,95987,6119,37.05
G95573,95573,1554,25.99
G96041,96041,2797,44.13
G93238,93238,1015,36.81
G90089,90089,3862,2.02
G95623,95623,3730,17.74
G95981,95981,32,43.67
G96006,96006,380,88.64
G93562,93562,1723,83.95
G81647,81647,7333,63.06
G80473,80473,4,56.13
G80537,80537,43637,12.91
G80030,80030,16607,1.6
G81022,81022,1628,18.28
G80544,80544,119,7.53
G81424,81424,1000,51.81
G80820,80820,751,39.55
G06266,06266,538,3.43
G06389,06389,15,4.95
G06608,06608,13856,0.89
G20551,20551,0,0.31
G32054,32054,11724,17.52
G32177,32177,26377,25.22
G34268,34268,128,32.2
G32612,32612,7606,2.34
G33026,33026,31045,3.29
G32430,32430,1064,30.38
G33855,33855,0,35.24
G31044,31044,3463,14.2
G31419,31419,58252,6.73
G31549,31549,2157,26.46
G30733,30733,2143,7.72
G47352,47352,1064,27.58
G47110,47110,840,21.84
G47160,47160,113,13.94
G47467,47467,117,29.12
G50515,50515,260,101.62
G50041,50041,89,66.4
G50652,50652,95,57.88
G50160,50160,498,15.04
G52166,52166,107,61.15
G50165,50165,109,33.82
G67117,67117,1879,26.07
G66522,66522,58,60.46
G66203,66203,19290,5.57
G55403,55403,16588,1.26
G55422,55422,29243,4.55
G18246,18246,247,11.35
G39630,39630,785,69.62
G39046,39046,27639,20.25
G39083,39083,9774,39.44
G38879,38879,661,41.66
G39455,39455,9100,51.79
G87521,87521,835,21.74
G87041,87041,772,20.87
G10459,10459,48351,0.7
G11425,11425,0,3.11
G10170,10170,0,0.9
G10032,10032,64264,0.81
G13368,13368,1063,30.9
G10152,10152,0,1.09
G11575,11575,16546,3.61
G11005,11005,1749,0.49
G14727,14727,5225,25.45
G11429,11429,27403,2.52
G11223,11223,81789,0.86
G10020,10020,0,0.8
G11103,11103,36140,1.91
G11412,11412,37458,1.74
G28658,28658,27479,5.38
G27587,27587,66583,6.89
G27534,27534,32233,3.54
G28785,28785,7811,11.02
G28327,28327,16192,10.79
G28280,28280,0,2.91
G28328,28328,27225,28.17
G27539,27539,23436,5.7
G27605,27605,5490,2.98
G58703,58703,22581,4.29
G58204,58204,2347,79.36
G58545,58545,3573,53.22
G58656,58656,509,79.93
G43004,43004,26139,6.59
G43136,43136,690,7.33
G43468,43468,401,11.63
G45229,45229,13090,1.31
G43842,43842,330,12.82
G45616,45616,1461,16.81
G45884,45884,158,10.26
G45041,45041,87,2.78
G45354,45354,456,11.83
G74017,74017,28375,25.95
G74463,74463,2145,28.08
G73841,73841,1329,134.6
G97108,97108,505,39.53
G97850,97850,17180,42.03
G97503,97503,12338,17.82
G18434,18434,3899,4.04
G17815,17815,30375,18.74
G16720,16720,1250,41.32
G16682,16682,23,13.72
G17888,17888,273,23.11
G16049,16049,2951,20.59
G15483,15483,404,3.39
G16201,16201,17616,13.93
G15034,15034,1779,2.15
G15035,15035,2106,3.18
G17343,17343,19,19.14
G65453,65453,8643,68.02
G64165,64165,215,14.42
G65259,65259,3278,37.47
G59525,59525,298,189.09
G59710,59710,255,65.86
G59018,59018,519,30.37
G59923,59923,9282,46.82
G59337,59337,768,140.16
G59261,59261,506,201.94
G68444,68444,70,55.42
G68118,68118,10134,6.01
G89318,89318,1271,172.3
G03824,03824,16440,6.02
G03586,03586,629,18.93
G08312,08312,8261,4.99
G07880,07880,263,17.68
G88038,88038,341,75.8
G88116,88116,450,51.74
G83626,83626,1494,15.2
G62682,62682,986,25.03
G60155,60155,7829,1.03
G62541,62541,37,18.84
G60203,60203,4188,1.66
G62085,62085,192,20.51
G61322,61322,1454,24.37
G60165,60165,4923,0.29
G60305,60305,11064,1.23
G06877,06877,25092,5.54
G90822,90822,139,4.51
G33785,33785,5515,7.79
G32336,32336,1373,26.37
G31320,31320,8258,22.32
G19945,19945,6630,6.52
G32666,32666,7147,22.25
G50478,50478,773,79.98
G83312,83312,154,95.18
G41005,41005,24458,8.38
G42164,42164,16463,20.53
G60053,60053,23256,2.15
G70653,70653,3430,38.57
G04945,04945,1022,88.67
G04742,04742,3333,113.58
G60640,60640,69715,0.62
G05039,05039,1129,17.75
G05674,05674,1613,16.13
G22938,22938,1349,17.23
G24256,24256,3556,21.94
G22546,22546,16242,18.29
G24382,24382,13420,19.51
G23002,23002,9937,22.89
G23943,23943,84,39.98
G24314,24314,1522,26.08
G24090,24090,4934,16.09
G23923,23923,2499,35.01
G24526,24526,1366,16.93
G22027,22027,2124,2.56
G78408,78408,11787,0.78
G99402,99402,1578,87.91
G98223,98223,42880,10.19
G99020,99020,0,7.64
G98158,98158,0,3.43
G26039,26039,901,18.21
G46766,46766,865,23.55
G66959,66959,187,74.72
G02666,02666,493,22.73
G41503,41503,533,0.78
G04412,04412,9123,2.86
G59872,59872,2023,45.49
G02672,02672,281,6.5
G59829,59829,2308,74.25
G08406,08406,10232,1.79
G17043,17043,5706,2.14
G17835,17835,373,20.96
G15413,15413,593,9.66
G15359,15359,170,17.43
G17570,17570,206,10.83
G15637,15637,1530,8.26
G29078,29078,17393,23.23
G29527,29527,25916,13.11
G29902,29902,15826,14.44
G29665,29665,140,4.4
G29450,29450,3548,18.79
G37090,37090,15099,18.84
G37055,37055,27011,9.83
G38340,38340,12868,20.4
G37160,37160,33903,33.73
G37351,37351,375,5.75
G38329,38329,3643,23.12
G37050,37050,1325,24.33
G38068,38068,10741,31.63
G75287,75287,54882,3.3
G38126,38126,6407,2.4
G79108,79108,16083,10.41
G77086,77086,29178,5.66
G79227,79227,1431,72.3
G75670,75670,18056,19.82
G75654,75654,12450,26.07
G75568,75568,2459,35.56
G75446,75446,3398,36.01
G76457,76457,3764,57.26
G77342,77342,0,29.31
G79546,79546,1700,52.15
G75845,75845,3137,25.27
G76523,76523,0,20.49
G78013,78013,6143,38.98
G79344,79344,92,64.1
G76689,76689,3359,22.54
G79369,79369,135,30.7
G84042,84042,10809,3.04
G84317,84317,2083,19.38
G84725,84725,1699,32.33
G84714,84714,344,52.88
G40011,40011,2617,22.1
G41171,41171,5199,25.76
G42754,42754,16309,26.51
G40360,40360,6875,38.7
G40448,40448,49,26.39
G42743,42743,9145,37.09
G71018,71018,1363,29.06
G71115,71115,15659,19.04
G70836,70836,0,2.43
G70058,70058,38334,2.81
G70748,70748,7114,31.62
G71404,71404,734,33.53
G04940,04940,0,20.93
G04427,04427,2830,16.46
G04763,04763,756,73.7
G04969,04969,1270,19.77
G04932,04932,1192,16.38
G04928,04928,2032,24.3
G21628,21628,531,10.73
G01022,01022,2499,1.62
G02111,02111,7926,0.95
G02763,02763,1771,1.89
G48125,48125,20399,3.61
G48070,48070,6340,2.57
G50473,50473,408,73.08
G48362,48362,16056,8.89
G59450,59450,503,125.76
G31207,31207,1107,1.92
G62695,62695,216,28.08
G66622,66622,100,2.39
G40506,40506,2544,1.57
G50142,50142,933,45.98
G93614,93614,11676,29.86
G19710,19710,0,3.13
G20390,20390,359,0.91
G20052,20052,751,0.21
G98267,98267,346,43.74
G13210,13210,28234,2.24
G12997,12997,1199,28.55
G76629,76629,1627,39.58
G15777,15777,96,20.49
G77460,77460,77,54.63
G97041,97041,2825,42.73
G16161,16161,680,1.41
G17974,17974,244,17.19
G86406,86406,22995,12.39
G36401,36401,8109,39.66
G72958,72958,7089,40.91
G35973,35973,2856,24.25
G94118,94118,41468,1.45
G60636,60636,32203,0.99
G60457,60457,14018,3.84
G62537,62537,76,7.35
G60645,60645,47732,0.87
G61419,61419,114,30.5
G61426,61426,109,27.33
G60604,60604,782,1.06
G61606,61606,7870,0.89
G46322,46322,22743,5.23
G47567,47567,6117,18.19
G47424,47424,8842,17.94
G47584,47584,140,26.04
G46063,46063,502,15.85
G01543,01543,8586,11.38
G07620,07620,1521,2.1
G24931,24931,1348,29.51
G24747,24747,3050,28.68
G25276,25276,7814,31.07
G25855,25855,168,9.93
G25156,25156,171,17.67
G25871,25871,713,5.58
G98562,98562,0,25.68
G25434,25434,2696,22.09
G24869,24869,487,26.23
G25913,25913,248,21.2
G82935,82935,13002,110.33
G07762,07762,8232,3.76
G82513,82513,1585,158.89
G82844,82844,18,93.95
G99119,99119,1088,57.09
G73939,73939,1709,99.87
G30738,30738,3766,13.12
G81055,81055,1443,43.47
G80938,80938,112,6.31
G80452,80452,3091,27.48
G80423,80423,225,72.22
G06851,06851,26671,2.86
G06061,06061,104,7.98
G20418,20418,0,0.3
G20566,20566,0,0.43
G20204,20204,0,1.92
G34685,34685,18899,12.03
G32026,32026,1907,28.61
G33063,33063,54937,4.15
G31503,31503,20624,4.62
G31312,31312,20297,22.28
G30721,30721,53461,6.67
G31077,31077,1395,17.09
G31836,31836,849,30.9
G30627,30627,2393,23.93
G50107,50107,1156,39.91
G50217,50217,636,46.78
G50634,50634,807,44.4
G50847,50847,112,46.71
G52038,52038,653,45.89
G51656,51656,52,52.12
G67114,67114,21586,26.15
G67519,67519,193,96.32
G66424,66424,463,32.34
G41472,41472,10384,24.53
G40445,40445,751,18.22
G42726,42726,5016,22.14
G40036,40036,198,20.99
G42370,42370,0,29.56
G40514,40514,16143,5.97
G42733,42733,1107,34.82
G42102,42102,94,0.36
G70739,70739,14484,16.19
G71418,71418,6589,23.83
G71435,71435,3555,31.93
G70550,70550,55,22.86
G70558,70558,0,16.96
G04441,04441,1675,81.21
G04973,04973,1508,18.63
G04414,04414,1273,45.59
G04456,04456,2963,11.29
G21217,21217,34487,1.07
G21916,21916,41,2.63
G01745,01745,588,4.31
G01068,01068,1840,12.9
G02723,02723,14279,0.89
G49201,49201,45817,3.25
G48216,48216,5179,2.2
G48225,48225,14307,0.82
G49841,49841,7242,124.58
G56386,56386,622,36.02
G55341,55341,3226,14.4
G55130,55130,18259,1.26
G55943,55943,3010,16.82
G56089,56089,148,59.13
G56525,56525,100,14.16
G39209,39209,27336,9.01
G39047,39047,38787,12.26
G39443,39443,21962,50.18
G39629,39629,6990,63.53
G39648,39648,21035,46.24
G38923,38923,1215,70.47
G38631,38631,1284,49.51
G63077,63077,11118,40.21
G63359,63359,1403,50.28
G65215,65215,252,1.33
G83213,83213,1321,145.6
G83617,83617,15522,25.12
G83546,83546,504,87.77
G60164,60164,21600,1.51
G80814,80814,3426,18.22
G80264,80264,0,0.69
G15038,15038,353,8.12
G17934,17934,413,16.59
G15678,15678,724,7.88
G15053,15053,116,13.22
G15466,15466,444,3.44
G17120,17120,0,1.68
G15680,15680,162,8.7
G19094,19094,3770,1.55
G02858,02858,728,9.5
G29651,29651,47493,6.73
G29208,29208,760,2.39
G29225,29225,1308,2.19
G57772,57772,2571,241.37
G57644,57644,224,111.75
G57741,57741,84,210.53
G68879,68879,374,166.98
G68417,68417,323,26.26
G89834,89834,147,152.21
G03861,03861,4424,7.78
G03752,03752,772,25.69
G07017,07017,35731,1.3
G07028,07028,7685,2.82
G08072,08072,333,8.63
G07939,07939,212,7.25
G87732,87732,1531,38.81
G87416,87416,5390,12.55
G87410,87410,17287,19.81
G88421,88421,39,86.01
G10976,10976,2357,4.7
G57057,57057,222,39.56
G38506,38506,28476,66.12
G38132,38132,0,3.9
G37030,37030,7063,38.88
G38070,38070,221,10.99
G37058,37058,7758,24.52
G38472,38472,3033,15.6
G38365,38365,53,11.97
G38581,38581,3895,52.91
G76078,76078,10168,19.3
G37934,37934,26195,14.2
G78631,78631,2856,73.76
G75494,75494,9489,37.65
G79331,79331,12561,48.88
G76933,76933,1273,29.55
G79007,79007,14447,42.96
G75861,75861,9153,38.3
G76534,76534,2857,13.44
G75119,75119,28319,27.77
G77006,77006,22632,0.89
G75140,75140,7290,31.01
G77865,77865,2273,44.88
G75075,75075,36917,2.65
G75417,75417,2628,60.23
G76687,76687,1898,40.02
G75455,75455,28460,47.19
G78341,78341,2107,61.43
G75223,75223,15128,1.98
G75855,75855,2968,44.85
G75563,75563,4709,35.37
G24540,24540,30646,6.27
G24354,24354,14334,20.13
G84036,84036,7247,37.4
G84032,84032,22464,25.64
G84729,84729,236,56.04
G22701,22701,35087,3.04
G05356,05356,864,16.74
G24066,24066,5074,23.2
G23181,23181,5287,21.42
G23089,23089,5366,13.81
G23160,23160,2661,16.25
G24415,24415,32,23.5
G23523,23523,8075,2.7
G23950,23950,3733,26.96
G22940,22940,1418,14.09
G24319,24319,7194,22.12
G99169,99169,2428,57.98
G98272,98272,31416,15.43
G63666,63666,110,56.15
G64158,64158,5041,11.03
G63962,63962,272,9.05
G63501,63501,21202,64.41
G64780,64780,541,62.48
G63824,63824,155,19.79
G59934,59934,501,37.81
G59430,59430,354,129.7
G59213,59213,763,166.86
G69147,69147,486,156.29
G68749,68749,62,84.2
G64114,64114,24405,3.9
G56474,56474,4080,28.46
G39301,39301,26208,9.74
G39146,39146,2124,35.59
G74764,74764,3814,70.47
G03060,03060,29586,5.79
G02905,02905,25488,0.82
G13675,13675,227,20.8
G10018,10018,9687,0.16
G27025,27025,11387,15.49
G84337,84337,12422,25.55
G05776,05776,716,25.74
G58643,58643,161,154.3
G73456,73456,2113,26.94
G98577,98577,6909,25.16
G24934,24934,340,47.74
G45684,45684,2093,16.05
G54211,54211,274,63.01
G82938,82938,237,114.49
G36078,36078,13178,19.72
G36350,36350,6628,8.17
G35453,35453,10863,9.57
G36875,36875,3174,14.88
G36046,36046,1413,26.23
G36028,36028,1674,53.05
G35577,35577,41,21.04
G35082,35082,0,34.65
G85546,85546,20765,11.06
G85931,85931,203,31.05
G86004,86004,35798,17.72
G85539,85539,4595,38.92
G72675,72675,1226,70.63
G72119,72119,0,5.4
G72945,72945,226,23.78
G71921,71921,3660,56.85
G72857,72857,1304,48.73
G95360,95360,13029,25.71
G95546,95546,3768,32.71
G95430,95430,7,17.34
G90095,90095,0,1.52
G93637,93637,39381,24.06
G95685,95685,4711,5.49
G96007,96007,23106,8.2
G96051,96051,1351,25.81
G91330,91330,3273,2.58
G92378,92378,263,11.35
G95946,95946,9370,20.15
G95222,95222,5090,21.51
G90043,90043,44627,2.64
G95219,95219,29668,8.86
G95610,95610,45995,2.89
G94108,94108,14550,0.79
G95476,95476,36792,14.11
G91371,91371,0,2.11
G95461,95461,2440,21.82
G93546,93546,9359,74.94
G91205,91205,37618,1.13
G95979,95979,430,47.35
G92227,92227,27255,18.23
G94709,94709,11740,1.89
G81657,81657,5850,62.23
G81601,81601,15666,72.39
G80293,80293,0,0.47
G80045,80045,889,3.82
G80530,80530,4460,9.55
G81201,81201,9161,68.99
G06716,06716,16652,3.94
G11554,11554,37358,0.59
G10153,10153,0,0.85
G12983,12983,7371,44.55
G10030,10030,29882,0.19
G10044,10044,11682,1.54
G11752,11752,9564,5.74
G14475,14475,280,13.11
G13367,13367,8617,31.52
G14619,14619,14602,2.25
G12089,12089,115,17.35
G10165,10165,0,0.77
G10128,10128,59256,0.25
G28779,28779,18141,10.72
G28376,28376,44328,17.46
G27956,27956,423,12.58
G28077,28077,464,10.26
G27253,27253,30544,15.04
G43832,43832,7349,30.96
G58523,58523,3721,56.26
G58505,58505,0,1.04
G58244,58244,118,95.26
G58529,58529,616,50.56
G44663,44663,24914,23.27
G45816,45816,330,26.09
G43140,43140,24514,16.63
G45323,45323,4973,7.88
G44080,44080,92,15.25
G44266,44266,33894,5.26
G45693,45693,8691,19.6
G43786,43786,35,33.25
G43036,43036,270,16.26
G45307,45307,330,11.17
G73142,73142,14302,6.65
G74033,74033,11999,12.25
G73425,73425,40,28.93
G74468,74468,316,36.42
G97361,97361,12091,18.3
G97526,97526,35493,3.85
G97056,97056,11434,15.59
G97538,97538,1650,18.56
G97381,97381,15822,12.88
G97205,97205,7284,1.42
G19367,19367,0,5.28
G15650,15650,26994,7.07
G18070,18070,1108,10.01
G17751,17751,7082,28.32
G17222,17222,11602,21.44
G19316,19316,209,5.26
G15353,15353,100,15.42
G16876,16876,310,7.84
G06021,06021,325,11.52
G30751,30751,40,14.25
G33847,33847,171,15
G41144,41144,10268,14.54
G62056,62056,8574,30.4
G04605,04605,13955,19.55
G50598,50598,868,104.05
G21610,21610,386,8.11
G42064,42064,8294,38.61
G40701,40701,30305,5.72
G66780,66780,524,48.37
G55921,55921,4682,16.07
G55614,55614,2327,50.72
G11702,11702,13788,5.91
G38372,38372,17492,6.21
G37040,37040,50953,5.1
G78363,78363,29949,34.36
G79845,79845,4689,171.6
G79938,79938,80143,26.38
G76265,76265,1602,37.26
G28625,28625,39518,4.59
G58623,58623,2275,133.09
G27525,27525,14323,14.56
G23061,23061,21721,7.25
G99153,99153,371,81.02
G26802,26802,1041,21.74
G26159,26159,3365,37.25
G25262,25262,829,30.4
G26170,26170,5951,18.73
G54313,54313,38120,4.47
G36453,36453,2423,36.15
G36804,36804,18582,21.7
G35452,35452,3061,11.53
G36769,36769,2830,72.55
G36474,36474,3099,49.81
G35559,35559,12,20.89
G36091,36091,3526,5.6
G36865,36865,34,36.79
G35952,35952,7482,16.68
G36579,36579,1204,32.39
G85053,85053,29976,2.45
G71852,71852,9823,41.2
G71602,71602,15900,32.03
G71957,71957,3109,61.14
G71659,71659,80,51.14
G71631,71631,382,73.73
G72856,72856,285,68.93
G91506,91506,18575,4.22
G20742,20742,6719,2.14
G06756,06756,2849,6.88
G56575,56575,801,66.99
G46365,46365,793,9.86
G41099,41099,1077,3.13
G76701,76701,2002,0.84
G24225,24225,1995,19.99
G05492,05492,707,17.51
G17855,17855,1098,13.78
G07027,07027,4334,2.98
G10271,10271,0,0.58
G37137,37137,2872,17.64
G12585,12585,870,9.14
G11507,11507,7286,3.42
G10111,10111,0,0.88
G10505,10505,925,6.11
G27892,27892,14161,23.51
G13845,13845,138,22.58
G10993,10993,5433,5.82
G28127,28127,7860,23.76
G27207,27207,3149,9.2
G28365,28365,16886,14.81
G28305,28305,5705,1.99
G28447,28447,1643,29.62
G58755,58755,88,80.24
G58843,58843,584,96.92
G18420,18420,57,12.82
G18220,18220,304,9.08
G43531,43531,308,42.2
G98814,98814,666,93.06
G54927,54927,482,7.04
G24991,24991,805,36.09
G36272,36272,13221,24.67
G36703,36703,13502,32.41
G90803,90803,32389,4.82
G94850,94850,0,2.55
G81027,81027,187,86.97
G94956,94956,1224,18.53
G19709,19709,40802,11.38
G95322,95322,10546,29.96
G34108,34108,16636,7.6
G92004,92004,2414,39.8
G95472,95472,30762,8.75
G31331,31331,7900,20.91
G39145,39145,4634,19.7
G38961,38961,932,71.11
G39339,39339,14464,53.89
G38704,38704,0,66.99
G65355,65355,10332,34.99
G63645,63645,11466,45.86
G65550,65550,2887,78.07
G65566,65566,830,76.87
G65529,65529,224,75.2
G65605,65605,12675,29.21
G63047,63047,69,34.04
G59901,59901,54647,3.17
G59859,59859,2997,52
G59721,59721,502,31.98
G59351,59351,208,135.86
G59434,59434,644,48.69
G59326,59326,222,191.76
G68104,68104,36546,4
G68969,68969,41,141.42
G69347,69347,1278,185.56
G89442,89442,1125,20.05
G89025,89025,1171,31.09
G03754,03754,267,19.67
G03871,03871,115,8.38
G07078,07078,13097,3.9
G07803,07803,3560,6.28
G87515,87515,363,38.14
G88354,88354,0,73.04
G88049,88049,357,87.51
G87012,87012,255,33.16
G87315,87315,188,83.86
G11416,11416,27125,1.82
G11219,11219,90036,1.4
G14169,14169,94,13.89
G10553,10553,10429,0.9
G13640,13640,362,23.8
G10029,10029,79597,0.43
G06110,06110,12658,3.56
G20506,20506,0,0.45
G32091,32091,15311,25.5
G32011,32011,13805,18.48
G33146,33146,16156,9.2
G32530,32530,0,15.49
G34946,34946,5950,4.84
G31001,31001,4563,17.3
G55043,55043,3682,10.43
G39429,39429,16435,63.6
G39562,39562,17205,10.02
G01431,01431,3215,8.15
G89422,89422,111,100.23
G89046,89046,316,31.84
G01229,01229,70,2.87
G88220,88220,36708,75.34
G49918,49918,87,191.09
G39577,39577,10699,35.52
G65777,65777,437,14.63
G45663,45663,6162,5.93
G44140,44140,15391,10.68
G43961,43961,363,18.55
G39556,39556,8271,28.97
G97914,97914,19211,46.39
G15424,15424,2074,17.86
G07064,07064,4139,2.95
G29831,29831,4332,14.81
G99347,99347,2240,79.44
G24726,24726,562,23.42
G26241,26241,13667,38.99
G23833,23833,2301,16.15
G25090,25090,195,24.4
G25185,25185,870,20.2
G26438,26438,166,6.29
G26178,26178,377,28.57
G54166,54166,16615,31.99
G53170,53170,2305,10.82
G53965,53965,10338,44.6
G57027,57027,112,28.39
G53792,53792,0,3.08
G25180,25180,100,17.41
G82516,82516,486,177.59
G82648,82648,30,184.47
G82716,82716,17823,166.2
G82442,82442,710,143.82
G59871,59871,298,68.3
G90743,90743,267,7.45
G91764,91764,54825,2.87
G10280,10280,9384,0.81
G48227,48227,41777,0.64
G55401,55401,9595,1.1
G41031,41031,15812,26.37
G35458,35458,595,20.06
G86443,86443,0,30.82
G82070,82070,20336,60.69
G35776,35776,3592,20.86
G35022,35022,20271,3.53
G35049,35049,3366,17.99
G35115,35115,15105,9
G35581,35581,5709,22.99
G36047,36047,1150,26.87
G35405,35405,45473,2.8
G36082,36082,1271,41.72
G36521,36521,5386,20.33
G36264,36264,8523,16.95
G36454,36454,39,25.39
G85901,85901,18344,4.85
G20593,20593,0,1.27
G23707,23707,15253,1.19
G98288,98288,181,41.3
