"","NAME","FIPS","year","totPopE","whiteP","blackP","hispanicP","und18P","age35_49P","age50_64P","ovr65P","TotVetPop","noHSP","disb"
"226","San Luis Obispo County, California","06079",2000,246681,76.15,1.92,16.29,21.65,23.5,15.35,14.47,27825,14.42,69382
"227","San Mateo County, California","06081",2000,707161,49.83,3.36,21.88,22.92,24.95,15.89,12.46,50074,14.72,185840
"228","Santa Barbara County, California","06083",2000,399347,56.86,2.1,34.22,24.92,21.64,13.51,12.71,35950,20.76,111648
"229","Santa Clara County, California","06085",2000,1682585,44.23,2.64,23.98,24.75,24.64,14.03,9.54,105834,16.6,441560
"230","Santa Cruz County, California","06087",2000,255602,65.52,0.85,26.79,23.76,25.04,14.96,9.97,19210,16.78,66468
"231","Shasta County, California","06089",2000,163256,86.43,0.72,5.51,26.14,22.69,17.46,15.23,20484,16.74,67176
"232","Sierra County, California","06091",2000,3555,90.3,0.17,5.99,23.35,24.3,21.13,17.69,528,14.76,1156
"233","Siskiyou County, California","06093",2000,44301,83.32,1.26,7.57,23.97,23.03,19.79,18.15,6142,16.22,17641
"234","Solano County, California","06095",2000,394542,49.24,14.6,17.64,28.35,24.7,14.1,9.49,45471,16.24,117774
"235","Sonoma County, California","06097",2000,458614,74.5,1.33,17.34,24.45,24.92,16.42,12.64,44061,15.08,137787
"236","Stanislaus County, California","06099",2000,446997,57.27,2.38,31.74,31.15,21.99,12.98,10.45,32806,29.64,159757
"237","Sutter County, California","06101",2000,78930,60.22,1.8,22.21,28.97,21.6,14.71,12.36,8116,27.02,25708
"238","Tehama County, California","06103",2000,56039,78.47,0.5,15.83,27.43,21.62,16.42,15.92,7186,24.34,22395
"239","Trinity County, California","06105",2000,13022,86.55,0.41,3.97,22.84,24.25,22.73,17.21,2055,18.98,5915
"240","Tulare County, California","06107",2000,368021,41.82,1.39,50.77,33.76,20.03,12.24,9.76,23325,38.32,127306
"241","Tuolumne County, California","06109",2000,54501,85.09,2.08,8.16,20.73,23.61,19.22,18.47,8260,15.72,19122
"242","Ventura County, California","06111",2000,753197,56.75,1.79,33.42,28.44,24.17,14.4,10.2,63430,19.9,208281
"243","Yolo County, California","06113",2000,168660,58.07,1.86,25.91,25.19,20.74,12.33,9.36,11484,20.22,46422
"244","Yuba County, California","06115",2000,60219,65.3,2.98,17.35,31.04,21.16,13.34,10.64,6679,28.18,26094
"245","Adams County, Colorado","08001",2000,347987,63.35,2.8,28.19,28.57,23.58,12.68,7.8,32924.4743456908,21.17,103066.630651602
"246","Alamosa County, Colorado","08003",2000,14966,54.05,0.71,41.41,27.18,21.55,13.54,9.62,1280,17.38,4362
"247","Arapahoe County, Colorado","08005",2000,487967,73.93,7.43,11.81,26.71,25.9,14.75,8.59,50669,9.34,113008
"248","Archuleta County, Colorado","08007",2000,9898,80.09,0.31,16.76,25.33,26.07,20.92,11.9,1205,12.71,3114
"249","Baca County, Colorado","08009",2000,4517,90.41,0.02,7.02,24.46,21.1,17.09,22.45,462,21.51,1749
"250","Bent County, Colorado","08011",2000,5998,63.25,3.47,30.24,23.76,22.67,14.92,15.91,808,22.84,2276
"251","Boulder County, Colorado","08013",2000,269776,83.6,0.82,10.46,22.95,25.87,13.97,7.78,20779.998187361,7.2,51251.2162807943
"252","Broomfield County, Colorado","08014",2000,39177,75.43,1.62,17.65,25.34,24.99,13.54,7.87,3344.01155109049,12.78,9194.02638742247
"253","Chaffee County, Colorado","08015",2000,16242,87.27,1.58,8.58,19.71,24.25,19.19,17.01,2238,11.49,4605
"254","Cheyenne County, Colorado","08017",2000,2231,90.45,0.4,8.11,28.78,25.06,13.27,16.58,191,15.86,574
"255","Clear Creek County, Colorado","08019",2000,9322,93.96,0.28,3.87,22.56,32.45,20.36,7.06,1093,6.6,2317
"256","Conejos County, Colorado","08021",2000,8400,39.26,0.11,58.92,32.13,20.25,13.93,14.98,750,27.94,3465
"257","Costilla County, Colorado","08023",2000,3663,28.2,0.57,67.59,25.01,22.47,19.98,16.82,394,31.84,2185
"258","Crowley County, Colorado","08025",2000,5518,66.53,7,22.54,18.83,29.21,13.27,10.82,758,22.45,1701
"259","Custer County, Colorado","08027",2000,3503,94.18,0.34,2.51,22.5,26.46,24.69,14.76,594,9.69,1359
"260","Delta County, Colorado","08029",2000,27834,86.03,0.49,11.39,24.02,21.6,18.86,19.66,3832,19.9,10297
"261","Denver County, Colorado","08031",2000,554636,51.93,10.8,31.68,21.95,22.43,13.12,11.26,48558,21.11,182599
"262","Dolores County, Colorado","08033",2000,1844,92.79,0.05,3.85,21.91,24.08,19.2,17.14,217,23.96,791
"263","Douglas County, Colorado","08035",2000,175766,89.71,0.91,5.06,31.56,29.89,13.31,4.17,14712,3.04,20403
"264","Eagle County, Colorado","08037",2000,41659,74.15,0.25,23.24,23.5,27,12.05,3,2380,13.39,5820
"265","Elbert County, Colorado","08039",2000,19872,93.15,0.62,3.85,30.21,32.4,15.67,6,2249,7.52,3861
"266","El Paso County, Colorado","08041",2000,516929,76.18,6.27,11.3,27.56,24.95,13.38,8.66,74992,8.75,124633
"267","Fremont County, Colorado","08043",2000,46145,81.07,5.29,10.35,20.6,26.13,16.11,14.58,7788,19.48,14593
"268","Garfield County, Colorado","08045",2000,43791,80.95,0.29,16.67,27.13,26.08,13.84,8.77,4040,14.65,9631
"269","Gilpin County, Colorado","08047",2000,4757,92.01,0.5,4.25,21.15,33.24,17.83,5.68,617,5.86,961
"270","Grand County, Colorado","08049",2000,12442,93.05,0.48,4.36,21.79,28.68,16.77,7.78,1343,7.71,2227
"271","Gunnison County, Colorado","08051",2000,13956,92.33,0.39,5.02,17.91,22.62,13.15,6.91,1150,5.9,2268
"272","Hinsdale County, Colorado","08053",2000,790,96.58,0,1.52,19.49,27.97,25.32,11.65,78,6.91,121
"273","Huerfano County, Colorado","08055",2000,7862,58.38,2.67,35.14,20.95,23.94,19.5,17.02,1176,22.15,2908
"274","Jackson County, Colorado","08057",2000,1577,92.07,0,6.53,25.55,25.94,19.97,13.06,194,13.75,409
"275","Jefferson County, Colorado","08059",2000,525330,84.89,0.82,9.95,25.33,27.19,16.16,9.64,54695.2956611821,8.18,117983.359320452
"276","Kiowa County, Colorado","08061",2000,1622,94.33,0.49,3.14,25.89,23.24,16.65,17.57,159,13.73,562
"277","Kit Carson County, Colorado","08063",2000,8011,83.36,1.7,13.67,26.73,23.7,15.59,14.62,817,23.05,2223
"278","Lake County, Colorado","08065",2000,7812,61.56,0.15,36.14,26.88,23.3,12.81,6.57,704,20.51,1954
"279","La Plata County, Colorado","08067",2000,43941,82.31,0.27,10.4,22.68,25.5,15.84,9.39,4290,8.62,9683
"280","Larimer County, Colorado","08069",2000,251494,87.54,0.6,8.27,23.76,24.25,13.87,9.56,23269,7.68,53454
"281","Las Animas County, Colorado","08071",2000,15207,55.15,0.34,41.45,24.25,21.76,18.11,17.97,1844,23.14,7039
"282","Lincoln County, Colorado","08073",2000,6087,84.21,4.9,8.53,23.92,26.12,14.42,14.26,736,18.22,1563
"283","Logan County, Colorado","08075",2000,20504,84.42,2,11.9,24.67,23.22,14.52,14.46,2093,17.65,6003
"284","Mesa County, Colorado","08077",2000,116255,86.97,0.4,10.02,25,23.21,15.88,15.18,14908,15,40879
"285","Mineral County, Colorado","08079",2000,831,95.43,0,2.05,20.46,25.15,24.31,17.33,115,8.4,243
"286","Moffat County, Colorado","08081",2000,13184,88.18,0.13,9.46,28.46,26.19,15.05,9.35,1514,20.38,4312
"287","Montezuma County, Colorado","08083",2000,23830,77.53,0.13,9.5,27.51,23.13,17.21,13.84,2775,18.88,7917
"288","Montrose County, Colorado","08085",2000,33432,82.42,0.23,14.86,26.75,22.49,17.43,15.25,3936,19.35,11695
"289","Morgan County, Colorado","08087",2000,27171,66.95,0.21,31.18,30.37,21.74,13.22,13.03,2260,28.57,7041
"290","Otero County, Colorado","08089",2000,20311,59.15,0.55,37.62,26.87,21.06,16.14,16.45,2339,24.27,8327
"291","Ouray County, Colorado","08091",2000,3742,93.19,0.08,4.06,22.47,27.1,24.27,12.21,471,6.64,782
"292","Park County, Colorado","08093",2000,14523,92.48,0.46,4.32,23.54,33.37,19.51,7.29,2126,6.65,3307
"293","Phillips County, Colorado","08095",2000,4480,86.27,0.2,11.76,26.85,22.14,15.09,19.35,416,18.44,1227
"294","Pitkin County, Colorado","08097",2000,14872,90.63,0.37,6.54,16.66,29.18,20.18,6.81,1113,3.68,2598
"295","Prowers County, Colorado","08099",2000,14483,65.09,0.24,32.91,30,20.66,13.56,12.65,1037,28.02,4933
"296","Pueblo County, Colorado","08101",2000,141472,57.7,1.69,37.97,25.83,22.02,15.18,15.17,17600,18.68,58451
"297","Rio Blanco County, Colorado","08103",2000,5986,92.65,0.18,4.94,26.51,24.92,17.02,11.18,673,11.62,1364
"298","Rio Grande County, Colorado","08105",2000,12413,56.57,0.1,41.67,28.15,22.36,16.1,14.68,1361,21.91,4326
"299","Routt County, Colorado","08107",2000,19690,94.78,0.12,3.22,22.61,29.92,15.02,5.04,1555,4.73,2722
"300","Saguache County, Colorado","08109",2000,5917,51.6,0.02,45.26,28.39,24.22,18.12,10.83,550,30,2147
"301","San Juan County, Colorado","08111",2000,558,91.22,0,7.35,20.07,28.49,28.32,6.99,88,7.94,91
"302","San Miguel County, Colorado","08113",2000,6594,90.37,0.15,6.66,17.64,29.03,16.45,3.37,478,6.36,718
"303","Sedgwick County, Colorado","08115",2000,2747,86.49,0.33,11.43,22.75,20.57,17.66,22.1,346,20.69,1022
"304","Summit County, Colorado","08117",2000,23548,86.68,0.67,9.79,17.36,25.99,11.97,3.27,1686,6.75,3187
"305","Teller County, Colorado","08119",2000,20555,92.93,0.53,3.49,25.89,31.95,19.09,7.49,3014,5.98,5105
"306","Washington County, Colorado","08121",2000,4926,92.73,0.04,6.29,26.45,22.31,16.71,18.23,561,18.29,1467
"307","Weld County, Colorado","08123",2000,180867,69.95,0.45,27.05,28.21,22.37,12.99,8.98,15150.2202546757,20.36,50413.7673597294
"308","Yuma County, Colorado","08125",2000,9841,86.11,0.1,12.88,28.32,21.48,15.25,16.33,889,20.47,2887
"309","Fairfield County, Connecticut","09001",2000,882567,73.1,9.6,11.88,25.63,24.87,15.9,13.28,67502,15.63,225777
"310","Hartford County, Connecticut","09003",2000,857183,73.01,11.1,11.55,24.6,23.99,15.82,14.66,77095,17.64,251374
"311","Litchfield County, Connecticut","09005",2000,182193,94.49,1.01,2.14,24.61,26.44,17.43,14.24,19103,14.11,47064
"312","Middlesex County, Connecticut","09007",2000,155071,89.62,4.25,3,23.2,25.88,16.86,13.6,16191,11.27,38081
"313","New Haven County, Connecticut","09009",2000,824008,74.82,10.84,10.09,24.48,23.5,15.24,14.48,73863,16.99,249160
"314","New London County, Connecticut","09011",2000,259088,84.74,4.92,5.11,24.41,25.11,15.31,13.03,31973,13.96,71883
"315","Tolland County, Connecticut","09013",2000,136364,90.94,2.55,2.84,23.11,25.49,15.47,10.17,12856,10.81,29487
"316","Windham County, Connecticut","09015",2000,109091,88.61,1.59,7.09,25.1,24.77,15.13,12.32,11486,20.4,34061
"317","Kent County, Delaware","10001",2000,126697,72.08,20.34,3.21,27.26,22.74,14.65,11.68,16574,20.58,38545
"318","New Castle County, Delaware","10003",2000,500265,70.71,19.92,5.26,24.94,23.85,14.57,11.57,46908,14.55,134117
"319","Sussex County, Delaware","10005",2000,156638,78.45,14.69,4.41,22.54,21.87,18.7,18.53,20807,23.49,56039
"320","District of Columbia, District of Columbia","11001",2000,572059,27.83,59.45,7.86,20.1,22.21,14.98,12.22,44484,22.17,204982
"321","Alachua County, Florida","12001",2000,217955,69.66,19.09,5.73,20.16,19.87,12.74,9.6,19584,11.95,59454
"322","Baker County, Florida","12003",2000,22259,82.61,13.85,1.88,27.49,23.95,15.31,9.21,2423,28.11,7872
"323","Bay County, Florida","12005",2000,148217,82.79,10.48,2.42,24.05,24.04,16.56,13.37,22658,18.96,54245
"324","Bradford County, Florida","12007",2000,26088,74.97,20.57,2.38,21.94,24.68,16.11,12.94,3534,25.83,9453
"325","Brevard County, Florida","12009",2000,476230,83.72,8.2,4.61,21.98,23.47,17.27,19.88,79145,13.66,173214
"326","Broward County, Florida","12011",2000,1623018,58.02,20.04,16.74,23.59,24.28,14.58,16.09,142575,18.04,536464
"327","Calhoun County, Florida","12013",2000,13017,77.63,15.58,3.78,23.21,22.19,15.59,13.95,1421,30.86,5286
"328","Charlotte County, Florida","12015",2000,141627,90.42,4.23,3.3,15.67,16.92,20.61,34.72,27266,17.85,59419
"329","Citrus County, Florida","12017",2000,118085,93.01,2.3,2.66,17.22,17.31,21.02,32.19,23769,21.68,56726
"330","Clay County, Florida","12019",2000,140814,84.93,6.56,4.3,27.97,25.31,16.32,9.78,22285,13.61,41544
"331","Collier County, Florida","12021",2000,251377,73.8,4.38,19.61,19.87,19.18,18.59,24.47,35425,18.25,80573
"332","Columbia County, Florida","12023",2000,56513,77.96,16.85,2.74,25.37,22.45,16.9,14,8064,25.31,26345
"333","DeSoto County, Florida","12027",2000,32209,61.18,12.52,24.9,22.7,17.97,15.07,18.98,3740,36.45,11678
"334","Dixie County, Florida","12029",2000,13827,87.74,8.9,1.8,22.09,21.45,19.59,17.13,2151,34.1,7720
"335","Duval County, Florida","12031",2000,778879,63.52,27.54,4.1,26.32,24,14.05,10.5,99118,17.28,262972
"336","Escambia County, Florida","12033",2000,294410,70.88,21.25,2.7,23.53,22,15.33,13.3,47559,17.94,106465
"337","Flagler County, Florida","12035",2000,49832,83.55,8.62,5.09,17.91,18.76,21.83,28.63,9252,14.12,18354
"338","Franklin County, Florida","12037",2000,11057,79.79,15.94,2.42,17.99,24.31,20.3,15.75,1707,31.74,4362
"339","Gadsden County, Florida","12039",2000,45087,35.87,56.85,6.17,26.44,23.22,15.39,12.17,4097,29.31,19340
"340","Gilchrist County, Florida","12041",2000,14437,88.74,6.9,2.8,24.44,20.4,16.47,13.63,1694,27.6,5784
"341","Glades County, Florida","12043",2000,10576,68.61,10.46,15.07,22.1,19.56,18.65,18.82,1433,30.16,4505
"342","Gulf County, Florida","12045",2000,13332,78.7,16.85,2.03,21.71,24.11,18.57,16.19,1838,27.42,5603
"343","Hamilton County, Florida","12047",2000,13327,55.05,37.27,6.36,23.54,23.66,15.27,11.18,1286,37.12,4788
"344","Hardee County, Florida","12049",2000,26938,54.58,8.04,35.68,27.6,19.34,13.56,13.92,2272,42.04,10658
"345","Hendry County, Florida","12051",2000,36210,43.88,14.48,39.59,30.03,18.92,12.83,10.06,2440,45.84,12712
"346","Hernando County, Florida","12053",2000,130802,89.2,3.94,5.04,18.9,17.78,18.63,30.85,24509,21.53,61012
"347","Highlands County, Florida","12055",2000,87366,76.48,9.07,12.07,19.17,15.96,17.05,33,14996,25.48,40079
"348","Hillsborough County, Florida","12057",2000,998948,63.33,14.44,17.99,25.34,23.62,14.63,11.98,106756,19.24,353617
"349","Holmes County, Florida","12059",2000,18564,88.89,6.41,1.93,23.08,21.39,17.53,14.81,2389,34.79,8836
"350","Indian River County, Florida","12061",2000,112947,83.45,8.09,6.53,19.21,19.25,17.13,29.19,18675,18.44,40745
"351","Jackson County, Florida","12063",2000,46755,68.63,26.25,2.91,22.35,23.1,16.45,14.55,5581,30.87,20818
"352","Jefferson County, Florida","12065",2000,12902,58.3,38,2.25,22.71,24.41,17.8,14.46,1548,26.83,5441
"353","Lafayette County, Florida","12067",2000,7022,75.28,14.08,9.14,21.69,22.06,15.29,12.38,777,31.78,2098
"354","Lake County, Florida","12069",2000,210528,84.21,8.18,5.61,20.29,19.45,17.85,26.41,35534,20.24,85510
"355","Lee County, Florida","12071",2000,440888,81.98,6.36,9.54,19.59,19.64,18.64,25.43,68168,17.71,156794
"356","Leon County, Florida","12073",2000,239452,64.09,28.84,3.51,21.3,21.17,13.05,8.31,20616,10.88,54646
"357","Levy County, Florida","12075",2000,34450,83.18,10.84,3.89,23.6,21.06,19.69,17.92,5080,26.1,16981
"358","Liberty County, Florida","12077",2000,7021,74.53,18.17,4.5,21.81,25.27,14.61,10.2,725,34.44,3061
"359","Madison County, Florida","12079",2000,18733,55.4,39.9,3.2,25.28,21.51,15.84,14.55,1993,32.52,8425
"360","Manatee County, Florida","12081",2000,264002,80.55,8.01,9.3,20.7,19.99,16.93,24.87,39029,18.56,99159
"361","Marion County, Florida","12083",2000,258916,80.42,11.34,6.03,21.41,19.73,17.76,24.52,43300,21.8,111539
"362","Martin County, Florida","12085",2000,126731,85.8,5.11,7.5,18.64,20.59,18.33,28.24,20509,14.7,41514
"363","Miami-Dade County, Florida","12086",2000,2253362,20.67,18.96,57.32,24.82,22.76,15.02,13.34,91555,32.13,849419
"364","Monroe County, Florida","12087",2000,79589,77.22,4.48,15.77,17.09,27.63,21.47,14.64,12535,15.09,28080
"365","Nassau County, Florida","12089",2000,57663,89.01,7.69,1.51,25.04,24.29,18.58,12.6,8051,18.98,19126
"366","Okaloosa County, Florida","12091",2000,170498,80.97,8.93,4.28,24.71,24.07,15.58,12.12,32169,11.98,50626
"367","Okeechobee County, Florida","12093",2000,35910,71.57,7.79,18.61,25.2,20.08,16.08,16.33,4249,34.89,14803
"368","Orange County, Florida","12095",2000,896344,57.53,17.53,18.78,25.25,23.97,13.18,10.04,84940,18.22,286832
"369","Osceola County, Florida","12097",2000,172493,59.59,6.42,29.41,26.79,23.1,14.79,11.43,17226,20.88,60754
"370","Palm Beach County, Florida","12099",2000,1131184,70.59,13.48,12.44,21.26,21.78,15.46,23.17,134476,16.43,382380
"371","Pasco County, Florida","12101",2000,344765,89.94,1.98,5.69,20.16,19.82,16.98,26.8,55701,22.43,158004
"372","Pinellas County, Florida","12103",2000,921482,82.76,8.81,4.64,19.27,22.82,17.21,22.52,132862,15.99,367840
"373","Polk County, Florida","12105",2000,483924,74.67,13.34,9.49,24.43,20.5,16.23,18.34,62188,25.24,196394
"374","Putnam County, Florida","12107",2000,70423,75.38,16.9,5.92,24.57,20.47,18.38,18.47,10076,29.65,36709
"375","St. Johns County, Florida","12109",2000,123135,89.03,6.24,2.63,23.06,25.1,18.16,15.9,16940,12.8,35368
"376","St. Lucie County, Florida","12111",2000,192695,74.09,15.13,8.16,22.62,20.91,16.56,22.71,27002,22.33,77095
"377","Santa Rosa County, Florida","12113",2000,117743,89.11,4.16,2.52,26.56,25.81,16.46,11.02,18072,14.57,39821
"378","Sarasota County, Florida","12115",2000,325957,89.77,4.07,4.34,16.21,19.21,19.13,31.47,53901,12.91,117986
"379","Seminole County, Florida","12117",2000,365196,75.21,9.22,11.15,25.36,25.7,15.71,10.64,39515,11.32,101737
"380","Sumter County, Florida","12119",2000,53345,78.35,13.5,6.29,16.07,18.06,21.8,27.4,9689,22.73,22692
"381","Suwannee County, Florida","12121",2000,34844,81.11,11.99,4.89,24.02,20.74,18.66,16.95,4678,26.76,17499
"382","Taylor County, Florida","12123",2000,19256,76.95,18.9,1.53,24.57,22.74,17.43,14.06,2536,29.99,8226
"383","Union County, Florida","12125",2000,13442,71.86,22.6,3.55,21.85,30.26,13.88,7.46,1806,27.53,3740
"384","Volusia County, Florida","12127",2000,443343,81.89,9.11,6.57,20.27,21.25,17.35,22.06,66646,17.96,175070
"385","Wakulla County, Florida","12129",2000,22863,84.82,11.31,1.94,25.65,26.2,16.81,10.28,2729,21.6,7262
"386","Walton County, Florida","12131",2000,40601,87.25,6.9,2.17,21.66,23.75,19.37,15.84,6362,24.04,18934
"387","Washington County, Florida","12133",2000,20973,80.47,13.48,2.3,23.39,22.05,18.05,15.7,2772,28.78,10199
"388","Appling County, Georgia","13001",2000,17419,74.94,19.51,4.55,27.15,22.15,16.59,11.84,1364,32.69,7231
"389","Atkinson County, Georgia","13003",2000,7609,62.56,19.41,16.95,30.33,20.41,13.87,9.27,508,43.66,2851
"390","Bacon County, Georgia","13005",2000,10103,79.86,15.46,3.39,26.21,21.17,15.74,12.8,874,32.31,4686
"391","Baker County, Georgia","13007",2000,4074,46.37,50.02,2.72,27.32,20.67,15.64,13.67,344,33.98,1760
"392","Baldwin County, Georgia","13009",2000,44700,53.51,43.23,1.36,21.75,23.34,14.9,10.55,4595,27.4,13556
"393","Banks County, Georgia","13011",2000,14422,91.92,3.18,3.42,26.18,23.44,16.43,10.48,1156,34.62,5779
"394","Barrow County, Georgia","13013",2000,46144,83.53,9.66,3.16,28.44,23.07,13.22,9.06,4085,26.69,15425
"395","Bartow County, Georgia","13015",2000,76019,86.35,8.63,3.32,27.89,23.73,14.54,9.43,7359,28.17,23468
"396","Ben Hill County, Georgia","13017",2000,17484,61.87,32.45,4.58,27.51,20.96,15.44,13.32,1458,34.19,6872
"397","Berrien County, Georgia","13019",2000,16235,84.76,11.35,2.37,27.25,21.23,16.53,12.49,1624,33.97,7495
"398","Bibb County, Georgia","13021",2000,153887,49.56,47.11,1.31,26.56,22.15,14.62,12.75,15134,22.79,58689
"399","Bleckley County, Georgia","13023",2000,11666,72.9,24.56,0.92,26.58,20.91,15.67,13.58,1165,28.26,4822
"400","Brantley County, Georgia","13025",2000,14629,93.73,3.96,1.04,28.33,23.01,16.2,10.1,1514,27.5,7530
"401","Brooks County, Georgia","13027",2000,16450,56.55,39.08,3.07,26.9,20.5,16.15,14.98,1508,32.55,6942
"402","Bryan County, Georgia","13029",2000,23417,81.73,13.97,1.99,31.13,26.39,13.8,7.27,2521,21.02,6777
"403","Bulloch County, Georgia","13031",2000,55983,67.87,28.58,1.88,22.29,18.29,11.84,9.3,4484,22.06,16871
"404","Burke County, Georgia","13033",2000,22243,46.47,50.74,1.42,31.26,22.32,14.18,10.86,1957,35.15,11734
"405","Butts County, Georgia","13035",2000,19522,68.47,28.69,1.42,24.07,25.6,15.82,10.21,2021,30.23,7155
"406","Calhoun County, Georgia","13037",2000,6320,37.47,58.96,2.99,22.07,25.21,13.26,12.56,489,34.49,2363
"407","Camden County, Georgia","13039",2000,43664,73.23,19.97,3.63,31.68,22.42,10.56,5.21,5236,16.74,10656
"408","Candler County, Georgia","13043",2000,9577,62.94,26.9,9.21,26.81,19.67,16.07,15.17,907,43.06,4090
"409","Carroll County, Georgia","13045",2000,87268,79.36,16.25,2.57,25.93,21.6,14.76,9.98,7483,28.94,30573
"410","Catoosa County, Georgia","13047",2000,53282,95.74,1.24,1.17,25.82,23.17,16.33,11.87,5218,23.97,18031
"411","Charlton County, Georgia","13049",2000,10282,68.22,29.08,0.79,27.48,23.28,14.68,9.67,1008,34.92,3944
"412","Chatham County, Georgia","13051",2000,232048,54.21,40.28,2.33,25.03,21.6,14.79,12.83,27167,19.8,82495
