"GEOID","IntSub","IntNoSub","noInt","total","IntSubPct","IntNoSubPct","NoIntPct","year","ZCTA"
"5120181",2572,6,195,2773,92.75,0.22,7.03,2019,"20181"
"5120184",218,0,98,316,68.99,0,31.01,2019,"20184"
"2420602",8946,71,1149,10166,88,0.7,11.3,2019,"20602"
"2420603",10586,207,467,11260,94.01,1.84,4.15,2019,"20603"
"2420606",96,7,34,137,70.07,5.11,24.82,2019,"20606"
"2420607",3690,61,131,3882,95.05,1.57,3.37,2019,"20607"
"2420608",156,25,98,279,55.91,8.96,35.13,2019,"20608"
"2420621",265,0,115,380,69.74,0,30.26,2019,"20621"
"2420623",844,43,8,895,94.3,4.8,0.89,2019,"20623"
"2420624",469,0,50,519,90.37,0,9.63,2019,"20624"
"2420653",8054,463,1174,9691,83.11,4.78,12.11,2019,"20653"
"2420659",6735,119,1077,7931,84.92,1.5,13.58,2019,"20659"
"2420684",268,11,137,416,64.42,2.64,32.93,2019,"20684"
"2420687",174,0,45,219,79.45,0,20.55,2019,"20687"
"2420689",557,21,66,644,86.49,3.26,10.25,2019,"20689"
"5120144",395,20,47,462,85.5,4.33,10.17,2019,"20144"
"2420832",8406,146,251,8803,95.49,1.66,2.85,2019,"20832"
"5120135",1058,45,148,1251,84.57,3.6,11.83,2019,"20135"
"5120164",11122,255,942,12319,90.28,2.07,7.65,2019,"20164"
"5120180",2346,36,151,2533,92.62,1.42,5.96,2019,"20180"
"2420609",258,43,126,427,60.42,10.07,29.51,2019,"20609"
"2420617",254,7,35,296,85.81,2.36,11.82,2019,"20617"
"2420618",147,10,34,191,76.96,5.24,17.8,2019,"20618"
"2420636",3270,189,337,3796,86.14,4.98,8.88,2019,"20636"
"2420637",1783,0,111,1894,94.14,0,5.86,2019,"20637"
"2420645",248,0,52,300,82.67,0,17.33,2019,"20645"
"2420674",257,12,39,308,83.44,3.9,12.66,2019,"20674"
"2420754",2203,65,203,2471,89.15,2.63,8.22,2019,"20754"
"2420758",173,0,0,173,100,0,0,2019,"20758"
"2420625",173,10,57,240,72.08,4.17,23.75,2019,"20625"
"2420755",2648,191,36,2875,92.1,6.64,1.25,2019,"20755"
"2420860",809,0,79,888,91.1,0,8.9,2019,"20860"
"2420676",1174,33,64,1271,92.37,2.6,5.04,2019,"20676"
"2420777",1132,0,40,1172,96.59,0,3.41,2019,"20777"
"2420833",2193,3,159,2355,93.12,0.13,6.75,2019,"20833"
"2420912",8012,311,1038,9361,85.59,3.32,11.09,2019,"20912"
"1120045",0,0,0,0,NA,NA,NA,2019,"20045"
"1120052",0,0,0,0,NA,NA,NA,2019,"20052"
"1120053",0,0,0,0,NA,NA,NA,2019,"20053"
"1120057",0,0,0,0,NA,NA,NA,2019,"20057"
"1120064",0,0,0,0,NA,NA,NA,2019,"20064"
"1120202",0,0,0,0,NA,NA,NA,2019,"20202"
"1120204",0,0,0,0,NA,NA,NA,2019,"20204"
"1120228",0,0,0,0,NA,NA,NA,2019,"20228"
"1120230",0,0,0,0,NA,NA,NA,2019,"20230"
"1120240",0,0,0,0,NA,NA,NA,2019,"20240"
"1120245",0,0,0,0,NA,NA,NA,2019,"20245"
"1120260",0,0,0,0,NA,NA,NA,2019,"20260"
"1120307",0,0,0,0,NA,NA,NA,2019,"20307"
"1120317",25,7,294,326,7.67,2.15,90.18,2019,"20317"
"1120373",0,0,0,0,NA,NA,NA,2019,"20373"
"1120390",0,0,0,0,NA,NA,NA,2019,"20390"
"1120405",0,0,0,0,NA,NA,NA,2019,"20405"
"1120418",0,0,0,0,NA,NA,NA,2019,"20418"
"5124501",7134,413,2639,10186,70.04,4.05,25.91,2019,"24501"
"1120506",0,0,0,0,NA,NA,NA,2019,"20506"
"1120510",0,0,0,0,NA,NA,NA,2019,"20510"
"1120520",0,0,0,0,NA,NA,NA,2019,"20520"
"1120535",0,0,0,0,NA,NA,NA,2019,"20535"
"1120540",0,0,0,0,NA,NA,NA,2019,"20540"
"1120551",0,0,0,0,NA,NA,NA,2019,"20551"
"1120553",0,0,0,0,NA,NA,NA,2019,"20553"
"1120560",0,0,0,0,NA,NA,NA,2019,"20560"
"1120565",0,0,0,0,NA,NA,NA,2019,"20565"
"1120566",0,0,0,0,NA,NA,NA,2019,"20566"
"1120593",0,0,0,0,NA,NA,NA,2019,"20593"
"2420660",0,0,0,0,NA,NA,NA,2019,"20660"
"2420686",40,69,0,109,36.7,63.3,0,2019,"20686"
"2420742",0,0,0,0,NA,NA,NA,2019,"20742"
"2420899",118,0,72,190,62.11,0,37.89,2019,"20899"
"2420612",76,0,62,138,55.07,0,44.93,2019,"20612"
"2420707",11074,168,959,12201,90.76,1.38,7.86,2019,"20707"
"2420902",15075,397,1258,16730,90.11,2.37,7.52,2019,"20902"
"2420711",1994,65,380,2439,81.75,2.67,15.58,2019,"20711"
"2420770",8898,194,725,9817,90.64,1.98,7.39,2019,"20770"
"2420872",3882,175,167,4224,91.9,4.14,3.95,2019,"20872"
"2420670",342,3,0,345,99.13,0.87,0,2019,"20670"
"2420720",7316,91,150,7557,96.81,1.2,1.98,2019,"20720"
"2420905",5593,56,252,5901,94.78,0.95,4.27,2019,"20905"
"2421009",10789,138,736,11663,92.51,1.18,6.31,2019,"21009"
"2421017",2665,50,62,2777,95.97,1.8,2.23,2019,"21017"
"2421028",894,25,130,1049,85.22,2.38,12.39,2019,"21028"
"2421032",2876,0,190,3066,93.8,0,6.2,2019,"21032"
"2421036",654,0,55,709,92.24,0,7.76,2019,"21036"
"2421044",16481,525,951,17957,91.78,2.92,5.3,2019,"21044"
"2421048",3231,52,399,3682,87.75,1.41,10.84,2019,"21048"
"2421130",52,0,0,52,100,0,0,2019,"21130"
"2421146",8925,53,480,9458,94.36,0.56,5.08,2019,"21146"
"2421154",1871,51,191,2113,88.55,2.41,9.04,2019,"21154"
"2421160",682,55,223,960,71.04,5.73,23.23,2019,"21160"
"2421209",10152,390,962,11504,88.25,3.39,8.36,2019,"21209"
"2421212",10825,303,1265,12393,87.35,2.44,10.21,2019,"21212"
"2421216",5760,1403,3446,10609,54.29,13.22,32.48,2019,"21216"
"2421520",782,23,118,923,84.72,2.49,12.78,2019,"21520"
"2421545",512,28,234,774,66.15,3.62,30.23,2019,"21545"
"2421555",421,20,178,619,68.01,3.23,28.76,2019,"21555"
"2421001",8185,220,1357,9762,83.85,2.25,13.9,2019,"21001"
"2421013",1529,9,144,1682,90.9,0.54,8.56,2019,"21013"
"2421029",3274,36,102,3412,95.96,1.06,2.99,2019,"21029"
"2421045",14213,190,723,15126,93.96,1.26,4.78,2019,"21045"
"2421057",1312,104,200,1616,81.19,6.44,12.38,2019,"21057"
"2421060",11709,261,1468,13438,87.13,1.94,10.92,2019,"21060"
"2421531",624,4,259,887,70.35,0.45,29.2,2019,"21531"
"2421012",7342,141,241,7724,95.05,1.83,3.12,2019,"21012"
"2421030",9132,96,813,10041,90.95,0.96,8.1,2019,"21030"
"2421046",5905,96,209,6210,95.09,1.55,3.37,2019,"21046"
"2421056",89,0,0,89,100,0,0,2019,"21056"
"2421105",0,0,0,0,NA,NA,NA,2019,"21105"
"2421111",1770,0,64,1834,96.51,0,3.49,2019,"21111"
"2421122",20045,366,1554,21965,91.26,1.67,7.07,2019,"21122"
"2421161",1842,10,69,1921,95.89,0.52,3.59,2019,"21161"
"2421163",2240,85,201,2526,88.68,3.37,7.96,2019,"21163"
"2421206",16317,372,2772,19461,83.84,1.91,14.24,2019,"21206"
"5124432",117,0,9,126,92.86,0,7.14,2019,"24432"
"5124473",290,0,80,370,78.38,0,21.62,2019,"24473"
"5124237",213,28,147,388,54.9,7.22,37.89,2019,"24237"
"5124483",217,0,54,271,80.07,0,19.93,2019,"24483"
"5124485",140,0,21,161,86.96,0,13.04,2019,"24485"
"5124503",6887,160,661,7708,89.35,2.08,8.58,2019,"24503"
"5124555",576,9,281,866,66.51,1.04,32.45,2019,"24555"
"5124563",1718,56,673,2447,70.21,2.29,27.5,2019,"24563"
"5124565",217,5,180,402,53.98,1.24,44.78,2019,"24565"
"5124569",289,0,81,370,78.11,0,21.89,2019,"24569"
"5124586",1768,70,450,2288,77.27,3.06,19.67,2019,"24586"
"5124465",504,13,88,605,83.31,2.15,14.55,2019,"24465"
"5124014",6138,174,1116,7428,82.63,2.34,15.02,2019,"24014"
"5124064",1524,9,340,1873,81.37,0.48,18.15,2019,"24064"
"5124065",2181,73,501,2755,79.17,2.65,18.19,2019,"24065"
"5124085",656,17,325,998,65.73,1.7,32.57,2019,"24085"
"5124086",27,0,61,88,30.68,0,69.32,2019,"24086"
"5124105",142,0,72,214,66.36,0,33.64,2019,"24105"
"5124018",13964,243,2080,16287,85.74,1.49,12.77,2019,"24018"
"5124059",325,25,43,393,82.7,6.36,10.94,2019,"24059"
"5124072",319,17,77,413,77.24,4.12,18.64,2019,"24072"
"5124073",10955,372,1440,12767,85.81,2.91,11.28,2019,"24073"
"5124088",1115,60,544,1719,64.86,3.49,31.65,2019,"24088"
"5124102",370,7,216,593,62.39,1.18,36.42,2019,"24102"
"5124121",3492,210,901,4603,75.86,4.56,19.57,2019,"24121"
"5124124",1295,14,493,1802,71.86,0.78,27.36,2019,"24124"
"5124131",7,0,0,7,100,0,0,2019,"24131"
"5124138",517,0,132,649,79.66,0,20.34,2019,"24138"
"5124139",137,0,62,199,68.84,0,31.16,2019,"24139"
"5124142",0,0,0,0,NA,NA,NA,2019,"24142"
"5124162",780,52,214,1046,74.57,4.97,20.46,2019,"24162"
"5124179",5940,222,1584,7746,76.68,2.87,20.45,2019,"24179"
"5124230",2042,276,858,3176,64.29,8.69,27.02,2019,"24230"
"5124053",747,39,448,1234,60.53,3.16,36.3,2019,"24053"
"5124077",314,0,40,354,88.7,0,11.3,2019,"24077"
"5124090",1530,35,304,1869,81.86,1.87,16.27,2019,"24090"
"5124091",2500,88,751,3339,74.87,2.64,22.49,2019,"24091"
"5124523",5729,255,2009,7993,71.68,3.19,25.13,2019,"24523"
"5124531",2557,33,820,3410,74.99,0.97,24.05,2019,"24531"
"5124550",2228,164,608,3000,74.27,5.47,20.27,2019,"24550"
"5124557",2344,79,1103,3526,66.48,2.24,31.28,2019,"24557"
"5124577",927,40,1065,2032,45.62,1.97,52.41,2019,"24577"
"5124590",2292,37,775,3104,73.84,1.19,24.97,2019,"24590"
"5124598",291,32,324,647,44.98,4.95,50.08,2019,"24598"
"5124602",195,12,99,306,63.73,3.92,32.35,2019,"24602"
"5124603",255,0,120,375,68,0,32,2019,"24603"
"5124622",154,2,211,367,41.96,0.54,57.49,2019,"24622"
"5424712",435,34,159,628,69.27,5.41,25.32,2019,"24712"
"5424733",244,0,36,280,87.14,0,12.86,2019,"24733"
"5424818",290,25,138,453,64.02,5.52,30.46,2019,"24818"
"5424822",294,0,21,315,93.33,0,6.67,2019,"24822"
"5424844",339,49,203,591,57.36,8.29,34.35,2019,"24844"
"5424851",209,37,15,261,80.08,14.18,5.75,2019,"24851"
"5124504",2766,151,946,3863,71.6,3.91,24.49,2019,"24504"
"5124517",1534,77,485,2096,73.19,3.67,23.14,2019,"24517"
"5124522",2637,168,1027,3832,68.82,4.38,26.8,2019,"24522"
"5124529",346,10,410,766,45.17,1.31,53.52,2019,"24529"
"5124549",1186,65,305,1556,76.22,4.18,19.6,2019,"24549"
"5124553",380,7,265,652,58.28,1.07,40.64,2019,"24553"
"5426330",5189,58,615,5862,88.52,0.99,10.49,2019,"26330"
"5124521",2723,119,1129,3971,68.57,3,28.43,2019,"24521"
"5124526",294,18,254,566,51.94,3.18,44.88,2019,"24526"
"5124530",345,0,81,426,80.99,0,19.01,2019,"24530"
"5124534",277,32,206,515,53.79,6.21,40,2019,"24534"
"5124536",70,0,18,88,79.55,0,20.45,2019,"24536"
"5124539",24,0,37,61,39.34,0,60.66,2019,"24539"
"5124566",340,0,234,574,59.23,0,40.77,2019,"24566"
"5124571",647,12,283,942,68.68,1.27,30.04,2019,"24571"
"5124363",365,7,224,596,61.24,1.17,37.58,2019,"24363"
"5124283",620,111,256,987,62.82,11.25,25.94,2019,"24283"
"5124319",2081,158,616,2855,72.89,5.53,21.58,2019,"24319"
"5124324",558,13,168,739,75.51,1.76,22.73,2019,"24324"
"5124370",1932,42,739,2713,71.21,1.55,27.24,2019,"24370"
"5124597",384,17,100,501,76.65,3.39,19.96,2019,"24597"
"5424981",104,18,39,161,64.6,11.18,24.22,2019,"24981"
"5424962",40,0,0,40,100,0,0,2019,"24962"
"5424963",1290,48,322,1660,77.71,2.89,19.4,2019,"24963"
"5424976",380,14,153,547,69.47,2.56,27.97,2019,"24976"
"5424888",27,0,0,27,100,0,0,2019,"24888"
"5424977",158,39,15,212,74.53,18.4,7.08,2019,"24977"
"5124313",206,0,105,311,66.24,0,33.76,2019,"24313"
"5124314",476,6,141,623,76.4,0.96,22.63,2019,"24314"
"5124316",0,0,0,0,NA,NA,NA,2019,"24316"
"5124317",1123,112,377,1612,69.67,6.95,23.39,2019,"24317"
"5124318",149,0,112,261,57.09,0,42.91,2019,"24318"
"5124352",206,0,208,414,49.76,0,50.24,2019,"24352"
"5124366",137,0,82,219,62.56,0,37.44,2019,"24366"
"5124019",9884,180,1193,11257,87.8,1.6,10.6,2019,"24019"
"5124054",1693,57,767,2517,67.26,2.26,30.47,2019,"24054"
"5124055",3565,205,1300,5070,70.32,4.04,25.64,2019,"24055"
"5124069",524,92,190,806,65.01,11.41,23.57,2019,"24069"
"5124070",603,8,78,689,87.52,1.16,11.32,2019,"24070"
"5124087",1055,132,127,1314,80.29,10.05,9.67,2019,"24087"
"5124089",681,10,429,1120,60.8,0.89,38.3,2019,"24089"
"5124128",711,51,127,889,79.98,5.74,14.29,2019,"24128"
"5124151",5884,250,2165,8299,70.9,3.01,26.09,2019,"24151"
"5124167",54,0,48,102,52.94,0,47.06,2019,"24167"
"5124171",2409,197,967,3573,67.42,5.51,27.06,2019,"24171"
"5124211",3479,172,641,4292,81.06,4.01,14.93,2019,"24211"
"5124217",58,0,78,136,42.65,0,57.35,2019,"24217"
"5124219",3061,404,650,4115,74.39,9.82,15.8,2019,"24219"
"5124250",345,57,186,588,58.67,9.69,31.63,2019,"24250"
"5124260",1116,37,1077,2230,50.04,1.66,48.3,2019,"24260"
"5124263",1085,483,875,2443,44.41,19.77,35.82,2019,"24263"
"5124269",83,0,28,111,74.77,0,25.23,2019,"24269"
"5124127",1330,101,375,1806,73.64,5.59,20.76,2019,"24127"
"5124133",697,79,250,1026,67.93,7.7,24.37,2019,"24133"
"5124011",361,18,12,391,92.33,4.6,3.07,2019,"24011"
"5124013",1985,65,942,2992,66.34,2.17,31.48,2019,"24013"
"5124556",951,44,236,1231,77.25,3.57,19.17,2019,"24556"
"5124520",555,76,454,1085,51.15,7,41.84,2019,"24520"
"5124528",731,85,492,1308,55.89,6.5,37.61,2019,"24528"
"5124551",8748,207,559,9514,91.95,2.18,5.88,2019,"24551"
"5124592",3262,352,1630,5244,62.2,6.71,31.08,2019,"24592"
"5124609",2147,200,634,2981,72.02,6.71,21.27,2019,"24609"
"5124380",757,32,287,1076,70.35,2.97,26.67,2019,"24380"
"5124416",2509,116,810,3435,73.04,3.38,23.58,2019,"24416"
"5124426",4430,231,1105,5766,76.83,4.01,19.16,2019,"24426"
"5426161",193,9,40,242,79.75,3.72,16.53,2019,"26161"
"5124441",2003,88,586,2677,74.82,3.29,21.89,2019,"24441"
"5124459",165,0,116,281,58.72,0,41.28,2019,"24459"
"5124467",724,30,98,852,84.98,3.52,11.5,2019,"24467"
"5123696",1221,70,98,1389,87.9,5.04,7.06,2019,"23696"
"5123707",4558,208,1128,5894,77.33,3.53,19.14,2019,"23707"
"5123821",476,26,219,721,66.02,3.61,30.37,2019,"23821"
"5123827",397,2,137,536,74.07,0.37,25.56,2019,"23827"
"5123830",441,9,142,592,74.49,1.52,23.99,2019,"23830"
"5123833",629,6,242,877,71.72,0.68,27.59,2019,"23833"
"5123850",277,0,141,418,66.27,0,33.73,2019,"23850"
"5123851",4080,213,1304,5597,72.9,3.81,23.3,2019,"23851"
"5123890",1135,68,397,1600,70.94,4.25,24.81,2019,"23890"
"5123302",64,0,17,81,79.01,0,20.99,2019,"23302"
"5123307",142,23,94,259,54.83,8.88,36.29,2019,"23307"
"5123336",1236,31,272,1539,80.31,2.01,17.67,2019,"23336"
"5123150",4164,97,851,5112,81.46,1.9,16.65,2019,"23150"
"5123220",10068,1180,1814,13062,77.08,9.03,13.89,2019,"23220"
"5123222",6966,405,2792,10163,68.54,3.99,27.47,2019,"23222"
"5123230",2552,140,543,3235,78.89,4.33,16.79,2019,"23230"
"5123294",6843,69,783,7695,88.93,0.9,10.18,2019,"23294"
"5123301",383,2,145,530,72.26,0.38,27.36,2019,"23301"
"5123321",11516,173,1145,12834,89.73,1.35,8.92,2019,"23321"
"5123347",255,0,60,315,80.95,0,19.05,2019,"23347"
"5123409",30,6,20,56,53.57,10.71,35.71,2019,"23409"
"5123417",1322,171,256,1749,75.59,9.78,14.64,2019,"23417"
"5123960",408,0,229,637,64.05,0,35.95,2019,"23960"
"5123962",248,0,46,294,84.35,0,15.65,2019,"23962"
"5123963",24,0,40,64,37.5,0,62.5,2019,"23963"
"5123079",108,0,43,151,71.52,0,28.48,2019,"23079"
"5123084",559,0,144,703,79.52,0,20.48,2019,"23084"
"5123092",140,19,117,276,50.72,6.88,42.39,2019,"23092"
"5123108",46,0,0,46,100,0,0,2019,"23108"
"5123115",21,0,0,21,100,0,0,2019,"23115"
"5123038",411,7,127,545,75.41,1.28,23.3,2019,"23038"
"5123146",1022,98,86,1206,84.74,8.13,7.13,2019,"23146"
"5123022",244,0,170,414,58.94,0,41.06,2019,"23022"
"5123024",2726,48,590,3364,81.03,1.43,17.54,2019,"23024"
"5123091",73,0,48,121,60.33,0,39.67,2019,"23091"
"5123103",2001,79,101,2181,91.75,3.62,4.63,2019,"23103"
"5123109",728,0,215,943,77.2,0,22.8,2019,"23109"
"5123110",88,0,101,189,46.56,0,53.44,2019,"23110"
"5123113",8884,119,588,9591,92.63,1.24,6.13,2019,"23113"
"5123129",164,65,14,243,67.49,26.75,5.76,2019,"23129"
"5123188",15254,983,1293,17530,87.02,5.61,7.38,2019,"23188"
"5123192",2240,26,404,2670,83.9,0.97,15.13,2019,"23192"
"5123233",11925,110,598,12633,94.4,0.87,4.73,2019,"23233"
"5123234",12432,456,2784,15672,79.33,2.91,17.76,2019,"23234"
"5123237",7373,176,1071,8620,85.53,2.04,12.42,2019,"23237"
"5123303",220,0,64,284,77.46,0,22.54,2019,"23303"
"5123011",229,23,142,394,58.12,5.84,36.04,2019,"23011"
"5123032",131,8,40,179,73.18,4.47,22.35,2019,"23032"
"5123337",183,19,82,284,64.44,6.69,28.87,2019,"23337"
"5123310",1435,111,334,1880,76.33,5.9,17.77,2019,"23310"
"5123356",346,44,98,488,70.9,9.02,20.08,2019,"23356"
"5123357",278,16,36,330,84.24,4.85,10.91,2019,"23357"
"5123358",50,0,0,50,100,0,0,2019,"23358"
"5123413",185,1,67,253,73.12,0.4,26.48,2019,"23413"
"5123434",14346,536,3636,18518,77.47,2.89,19.63,2019,"23434"
"3727020",1722,58,754,2534,67.96,2.29,29.76,2019,"27020"
"5426348",41,0,17,58,70.69,0,29.31,2019,"26348"
"5426349",28,0,0,28,100,0,0,2019,"26349"
"5426354",3287,31,860,4178,78.67,0.74,20.58,2019,"26354"
"5426384",175,0,111,286,61.19,0,38.81,2019,"26384"
"5426405",282,0,135,417,67.63,0,32.37,2019,"26405"
"5426438",30,11,24,65,46.15,16.92,36.92,2019,"26438"
"5426448",417,0,121,538,77.51,0,22.49,2019,"26448"
"5426585",136,6,41,183,74.32,3.28,22.4,2019,"26585"
"5426662",380,0,63,443,85.78,0,14.22,2019,"26662"
"5426678",281,18,49,348,80.75,5.17,14.08,2019,"26678"
"5426036",87,0,0,87,100,0,0,2019,"26036"
"5426101",9155,331,2678,12164,75.26,2.72,22.02,2019,"26101"
"5426138",35,0,23,58,60.34,0,39.66,2019,"26138"
"5426148",83,0,31,114,72.81,0,27.19,2019,"26148"
"5426164",2156,66,793,3015,71.51,2.19,26.3,2019,"26164"
"5426181",2191,72,218,2481,88.31,2.9,8.79,2019,"26181"
"5426205",1103,52,112,1267,87.06,4.1,8.84,2019,"26205"
"5426208",240,5,126,371,64.69,1.35,33.96,2019,"26208"
"5426209",68,32,0,100,68,32,0,2019,"26209"
"5426228",15,0,0,15,100,0,0,2019,"26228"
"5426261",833,11,277,1121,74.31,0.98,24.71,2019,"26261"
"5426337",326,23,128,477,68.34,4.82,26.83,2019,"26337"
"5426339",85,0,0,85,100,0,0,2019,"26339"
"5426342",53,0,55,108,49.07,0,50.93,2019,"26342"
"5426376",103,0,117,220,46.82,0,53.18,2019,"26376"
"5426377",110,0,94,204,53.92,0,46.08,2019,"26377"
"5426404",99,0,104,203,48.77,0,51.23,2019,"26404"
"5426075",142,9,18,169,84.02,5.33,10.65,2019,"26075"
"5426104",5581,182,1300,7063,79.02,2.58,18.41,2019,"26104"
"5426105",4297,194,605,5096,84.32,3.81,11.87,2019,"26105"
"5426146",245,7,83,335,73.13,2.09,24.78,2019,"26146"
"5426039",184,0,30,214,85.98,0,14.02,2019,"26039"
"5426033",600,18,326,944,63.56,1.91,34.53,2019,"26033"
"5426035",544,0,208,752,72.34,0,27.66,2019,"26035"
"5426038",1097,28,124,1249,87.83,2.24,9.93,2019,"26038"
"5426047",1912,137,545,2594,73.71,5.28,21.01,2019,"26047"
"5426050",601,35,144,780,77.05,4.49,18.46,2019,"26050"
"5426059",777,92,170,1039,74.78,8.85,16.36,2019,"26059"
"5426134",309,1,66,376,82.18,0.27,17.55,2019,"26134"
"5426151",179,0,77,256,69.92,0,30.08,2019,"26151"
"5426160",303,6,104,413,73.37,1.45,25.18,2019,"26160"
"5426187",2262,104,319,2685,84.25,3.87,11.88,2019,"26187"
"5426222",181,0,23,204,88.73,0,11.27,2019,"26222"
"5426236",18,0,0,18,100,0,0,2019,"26236"
"5426237",88,0,120,208,42.31,0,57.69,2019,"26237"
"5426238",242,0,62,304,79.61,0,20.39,2019,"26238"
"5426241",4158,169,1300,5627,73.89,3,23.1,2019,"26241"
"5426273",249,3,72,324,76.85,0.93,22.22,2019,"26273"
"5426283",446,14,266,726,61.43,1.93,36.64,2019,"26283"
"5426288",993,71,421,1485,66.87,4.78,28.35,2019,"26288"
"5426298",37,0,17,54,68.52,0,31.48,2019,"26298"
"5426361",61,0,25,86,70.93,0,29.07,2019,"26361"
"5426362",1034,79,291,1404,73.65,5.63,20.73,2019,"26362"
"5426372",304,7,50,361,84.21,1.94,13.85,2019,"26372"
"5426415",870,48,282,1200,72.5,4,23.5,2019,"26415"
"5426574",210,2,60,272,77.21,0.74,22.06,2019,"26574"
"5426581",178,0,134,312,57.05,0,42.95,2019,"26581"
"5426586",77,0,17,94,81.91,0,18.09,2019,"26586"
"4217862",94,0,77,171,54.97,0,45.03,2019,"17862"
"3727027",1155,113,596,1864,61.96,6.06,31.97,2019,"27027"
"3727030",9894,1631,3654,15179,65.18,10.75,24.07,2019,"27030"
"3727048",2358,122,714,3194,73.83,3.82,22.35,2019,"27048"
"3727053",1094,114,222,1430,76.5,7.97,15.52,2019,"27053"
"3727104",11314,300,1165,12779,88.54,2.35,9.12,2019,"27104"
"3727106",16830,361,2554,19745,85.24,1.83,12.93,2019,"27106"
"3727814",520,10,256,786,66.16,1.27,32.57,2019,"27814"
"3727818",319,32,256,607,52.55,5.27,42.17,2019,"27818"
"3727822",2447,21,746,3214,76.14,0.65,23.21,2019,"27822"
"3727011",1855,146,388,2389,77.65,6.11,16.24,2019,"27011"
"3727012",9850,96,846,10792,91.27,0.89,7.84,2019,"27012"
"3727014",277,9,48,334,82.93,2.69,14.37,2019,"27014"
"3727017",2189,469,770,3428,63.86,13.68,22.46,2019,"27017"
"3727870",7340,647,2652,10639,68.99,6.08,24.93,2019,"27870"
"3727885",274,22,116,412,66.5,5.34,28.16,2019,"27885"
"3727926",501,0,145,646,77.55,0,22.45,2019,"27926"
"3727947",329,30,108,467,70.45,6.42,23.13,2019,"27947"
"3727959",1228,40,44,1312,93.6,3.05,3.35,2019,"27959"
"3727965",115,77,0,192,59.9,40.1,0,2019,"27965"
"3727974",420,0,65,485,86.6,0,13.4,2019,"27974"
"3727985",122,18,40,180,67.78,10,22.22,2019,"27985"
"3727922",105,13,185,303,34.65,4.29,61.06,2019,"27922"
"3727936",346,19,61,426,81.22,4.46,14.32,2019,"27936"
"3727939",1018,35,90,1143,89.06,3.06,7.87,2019,"27939"
"3727950",660,4,201,865,76.3,0.46,23.24,2019,"27950"
"3727954",2759,123,216,3098,89.06,3.97,6.97,2019,"27954"
"3727970",527,73,479,1079,48.84,6.77,44.39,2019,"27970"
"3727878",522,16,349,887,58.85,1.8,39.35,2019,"27878"
"3727883",793,48,316,1157,68.54,4.15,27.31,2019,"27883"
"3727909",11615,370,2731,14716,78.93,2.51,18.56,2019,"27909"
"3727932",3621,273,1307,5201,69.62,5.25,25.13,2019,"27932"
"3727941",120,61,11,192,62.5,31.77,5.73,2019,"27941"
"3727960",232,0,85,317,73.19,0,26.81,2019,"27960"
"3727967",30,18,45,93,32.26,19.35,48.39,2019,"27967"
"3727972",43,0,0,43,100,0,0,2019,"27972"
"3727976",1397,11,87,1495,93.44,0.74,5.82,2019,"27976"
"3727045",2929,65,787,3781,77.47,1.72,20.81,2019,"27045"
"3727009",895,8,127,1030,86.89,0.78,12.33,2019,"27009"
"3727028",8140,179,1844,10163,80.09,1.76,18.14,2019,"27028"
"3727054",841,39,115,995,84.52,3.92,11.56,2019,"27054"
"3727127",13184,321,1958,15463,85.26,2.08,12.66,2019,"27127"
"3727208",460,0,181,641,71.76,0,28.24,2019,"27208"
"3727215",14656,792,2961,18409,79.61,4.3,16.08,2019,"27215"
"3727217",9409,499,3796,13704,68.66,3.64,27.7,2019,"27217"
"3727235",1523,105,186,1814,83.96,5.79,10.25,2019,"27235"
"3727214",3032,261,708,4001,75.78,6.52,17.7,2019,"27214"
"3727244",4243,117,711,5071,83.67,2.31,14.02,2019,"27244"
"3727263",6766,326,1625,8717,77.62,3.74,18.64,2019,"27263"
"3727278",9194,136,1166,10496,87.6,1.3,11.11,2019,"27278"
"3727288",7030,454,2457,9941,70.72,4.57,24.72,2019,"27288"
"3727291",462,0,130,592,78.04,0,21.96,2019,"27291"
"3727301",2675,309,350,3334,80.23,9.27,10.5,2019,"27301"
"3727302",9980,441,1464,11885,83.97,3.71,12.32,2019,"27302"
"3727313",2237,48,359,2644,84.61,1.82,13.58,2019,"27313"
"3727343",523,0,118,641,81.59,0,18.41,2019,"27343"
"3727350",2048,71,457,2576,79.5,2.76,17.74,2019,"27350"
"3727370",4501,207,969,5677,79.28,3.65,17.07,2019,"27370"
"3727379",1233,54,829,2116,58.27,2.55,39.18,2019,"27379"
"4217244",644,22,163,829,77.68,2.65,19.66,2019,"17244"
"4217870",4513,97,978,5588,80.76,1.74,17.5,2019,"17870"
"4217920",116,0,42,158,73.42,0,26.58,2019,"17920"
"4217925",99,3,33,135,73.33,2.22,24.44,2019,"17925"
"4217551",3578,376,370,4324,82.75,8.7,8.56,2019,"17551"
"4217552",7284,241,842,8367,87.06,2.88,10.06,2019,"17552"
"4217570",37,0,13,50,74,0,26,2019,"17570"
"4217576",68,0,0,68,100,0,0,2019,"17576"
"4217730",50,0,54,104,48.08,0,51.92,2019,"17730"
"4217749",106,1,10,117,90.6,0.85,8.55,2019,"17749"
"4217750",53,15,0,68,77.94,22.06,0,2019,"17750"
"4217754",4135,95,637,4867,84.96,1.95,13.09,2019,"17754"
"4217756",3331,193,773,4297,77.52,4.49,17.99,2019,"17756"
